latitude;longitude;endereco_completo;rua;numero;bairro;cidade;estado;cep;pais;place_id;geocoder_usado
-8,036897243;-34,98185507;R. Sapucagi, 89 - Várzea, Recife - PE, 50960-270, Brasil;Rua Sapucagi;89;Várzea;Recife;PE;50960-270;Brasil;ChIJLx7kaLAbqwcR1z3a3R4R7E4;google
-8,093004576;-34,96158704;R. Queira Deus, 23 - Tejipio, Recife - PE, 50930-180, Brasil;Rua Queira Deus;23;Tejipio;Recife;PE;50930-180;Brasil;ChIJPcaEKiUcqwcRyAs-2R_nhMU;google
-8,09558026;-34,93899531;R. Teixeira Coimbra, 10 - Areias, Recife - PE, 50780-370, Brasil;Rua Teixeira Coimbra;10;Areias;Recife;PE;50780-370;Brasil;ChIJMbfyepAeqwcR8Ykk1n9kL2U;google
-8,000651521;-34,93388793;R. Alto da Brasileira, 819 - Nova Descoberta, Recife - PE, 52091-260, Brasil;Rua Alto da Brasileira;819;Nova Descoberta;Recife;PE;52091-260;Brasil;ChIJP3wfVOEZqwcRNbICl7l5-is;google
-8,072296123;-34,92632655;1A Travessa Otaviano de Almeida Rosa, 742 - San Martin, Recife - PE, 50761-560, Brasil;1A Travessa Otaviano de Almeida Rosa;742;San Martin;Recife;PE;50761-560;Brasil;ChIJj1VY5soeqwcRIuuSp-uTZG0;google
-8,050552671;-34,91335752;R. Campos Sáles, 446 - Madalena, Recife - PE, 50610-400, Brasil;Rua Campos Sáles;446;Madalena;Recife;PE;50610-400;Brasil;ChIJL6fPPRkZqwcRbG85B2WP4kM;google
-7,992379508;-34,93993591;R. Poe. Solano Trindade, 14 - Guabiraba, Recife - PE, 52291-010, Brasil;Rua Poeta Solano Trindade;14;Guabiraba;Recife;PE;52291-010;Brasil;ChIJxbeKYFcXqwcRnsMId79UR5E;google
-8,096562728;-34,92428506;R. Soriano de Carvalho Furtado, 178 - Areias, Recife - PE, 50860-430, Brasil;Rua Soriano de Carvalho Furtado;178;Areias;Recife;PE;50860-430;Brasil;ChIJx0cfy-0eqwcR1eGaGsx4EZg;google
-8,072360617;-34,89773267;R. Ibiporã, 42 - Ilha Joana Bezerra, Recife - PE, 50080-500, Brasil;Rua Ibiporã;42;Ilha Joana Bezerra;Recife;PE;50080-500;Brasil;ChIJwbcH59IYqwcRnlXPLnSjY6k;google
-8,07256727;-34,8977095;R. Tatuí, 30 - Ilha Joana Bezerra, Recife - PE, 50080-420, Brasil;Rua Tatuí;30;Ilha Joana Bezerra;Recife;PE;50080-420;Brasil;ChIJUe4_3dIYqwcRODV4bjoeWw0;google
-8,072376921;-34,89804478;R. Ibiporã, 50 - Ilha Joana Bezerra, Recife - PE, 50080-500, Brasil;Rua Ibiporã;50;Ilha Joana Bezerra;Recife;PE;50080-500;Brasil;ChIJTaDH4NIYqwcRbSsm3Y1wqJc;google
-7,999849035;-34,93009984;R. Alto da Brasileira, 27 - Nova Descoberta, Recife - PE, 52091-260, Brasil;Rua Alto da Brasileira;27;Nova Descoberta;Recife;PE;52091-260;Brasil;ChIJt2mO7OAZqwcR-i6saP0Au1k;google
-8,071927848;-34,90114332;Tv. Ibiporã, 176 - São José, Recife - PE, 50080-500, Brasil;Travessa Ibiporã;176;São José;Recife;PE;50080-500;Brasil;ChIJM1nNndQYqwcRFxJXTkNiP5U;google
-8,025481348;-34,96672793;R. Mata Grande, 87 - Várzea, Recife - PE, 50980-050, Brasil;Rua Mata Grande;87;Várzea;Recife;PE;50980-050;Brasil;ChIJlWk3_TMaqwcR002TNgek7uY;google
-8,000125017;-34,93543994;Subida do Andrade, 999 - Nova Descoberta, Recife - PE, 52091-321, Brasil;Subida do Andrade;999;Nova Descoberta;Recife;PE;52091-321;Brasil;ChIJHdEX7eMZqwcRj6iARkqlxG0;google
-8,047832759;-34,90439716;Rua Clóvis Beviláqua, 1219 - Madalena, Recife - PE, 50710-330, Brasil;Rua Clóvis Beviláqua;1219;Madalena;Recife;PE;50710-330;Brasil;ChIJX6hzV-IYqwcRN-jHCvGtOnA;google
-8,080097459;-34,91894431;R. Manoel de Albuquerque Fernandes, 84 - Afogados, Recife - PE, 50850-120, Brasil;Rua Manoel de Albuquerque Fernandes;84;Afogados;Recife;PE;50850-120;Brasil;ChIJIbaU7M8eqwcRFHVZHJHxLFw;google
-8,051622731;-34,95787089;R. João Francisco Lisboa, 34 - Várzea, Recife - PE, 50741-100, Brasil;Rua João Francisco Lisboa;34;Várzea;Recife;PE;50741-100;Brasil;ChIJyUFdHucbqwcR-xepoHU7rIc;google
-8,073907819;-34,89038913;Tv. do Raposo, 64a - São José, Recife - PE, 50090-110, Brasil;Travessa do Raposo;64a;São José;Recife;PE;50090-110;Brasil;ChIJ0ZTfqMwYqwcRtp9weL30Jfw;google
-8,031315041;-34,88390817;R. Barão de Vera Cruz, 128 - Campo Grande, Recife - PE, 52040-140, Brasil;Rua Barão de Vera Cruz;128;Campo Grande;Recife;PE;52040-140;Brasil;ChIJnddbd2cYqwcRVfH8yGUf55Y;google
-8,053012454;-34,93740113;R. Ocidental, 339a - Torrões, Recife - PE, 50650-170, Brasil;Rua Ocidental;339a;Torrões;Recife;PE;50650-170;Brasil;ChIJy8N18EIZqwcRi0kY2w73G0I;google
-8,115719199;-34,91183905;R. Jaticy, 154 - Imbiribeira, Recife - PE, 51150-450, Brasil;Rua Jaticy;154;Imbiribeira;Recife;PE;51150-450;Brasil;ChIJg2TM0FMeqwcRItc-tFDOyzU;google
-8,064523724;-34,91906079;Rua Desembargador João Batista, 145 - Bongi, Recife - PE, 50751-380, Brasil;Rua Desembargador João Batista;145;Bongi;Recife;PE;50751-380;Brasil;ChIJtd7-STAZqwcRBQMMoULIuyM;google
-8,122218244;-34,94525171;R. Ten. João Maurício Campos, 101 - COHAB, Recife - PE, 51290-450, Brasil;Rua Tenente João Maurício Campos;101;COHAB;Recife;PE;51290-450;Brasil;ChIJzZiCf3QeqwcRXfMiVrvPHxU;google
-8,04784457;-34,91905488;Av. Prof. Estevão F. da Costa, 379 A - Cordeiro, Recife - PE, 50711-200, Brasil;Avenida Professor Estevão F. da Costa;379 A;Cordeiro;Recife;PE;50711-200;Brasil;ChIJBzkqxxAZqwcRhay8pEgNCvI;google
-8,049428845;-34,96199717;R. Joaquim Águiar, 190 - Várzea, Recife - PE, 50741-070, Brasil;Rua Joaquim Águiar;190;Várzea;Recife;PE;50741-070;Brasil;ChIJi17LBugbqwcRNXUI91yt-U0;google
-8,049185475;-34,91956639;Rua Rubem Berta, 5 - Cordeiro, Recife - PE, 50711-190, Brasil;Rua Rubem Berta;5;Cordeiro;Recife;PE;50711-190;Brasil;ChIJgwY0JRcZqwcRC2Z6HH9PD28;google
-8,069594885;-34,92660255;R. Novo Jardim, 9 - San Martin, Recife - PE, 50760-165, Brasil;Rua Novo Jardim;9;San Martin;Recife;PE;50760-165;Brasil;ChIJEXN7EDUZqwcRrGDWbXEgBvU;google
-8,069106577;-34,92647493;R. Ourém, 7 - San Martin, Recife - PE, 50761-340, Brasil;Rua Ourém;7;San Martin;Recife;PE;50761-340;Brasil;ChIJUedhBTUZqwcR9xJQtCxRHZ4;google
-8,071397452;-34,92709971;R. Barra de Guabiraba, 120 - San Martin, Recife - PE, 50760-145, Brasil;Rua Barra de Guabiraba;120;San Martin;Recife;PE;50760-145;Brasil;ChIJq2XzyMoeqwcRcRIhKARApLQ;google
-8,056703446;-34,91768827;R. Abdias de Oliveira, 333 - Zumbi, Recife - PE, 50720-550, Brasil;Rua Abdias de Oliveira;333;Zumbi;Recife;PE;50720-550;Brasil;ChIJh6X3yjwZqwcRVf6LxGZIRJs;google
-8,054836498;-34,9281715;Rua Walfrido de Medeiros, 96 - Cordeiro, Recife - PE, 50630-600, Brasil;Rua Walfrido de Medeiros;96;Cordeiro;Recife;PE;50630-600;Brasil;ChIJO6_9ez8ZqwcRf5y2koES-Yo;google
-8,023584501;-34,90902512;R. Alcídes Lima, 190a - Alto José do Pinho, Recife - PE, 52210-220, Brasil;Rua Alcídes Lima;190a;Alto José do Pinho;Recife;PE;52210-220;Brasil;ChIJKzCbCLMZqwcRVmiIHctBZTY;google
-8,075576488;-34,92295552;R. Alexandre Rodrigues Ferreira, 629 - Mangueira, Recife - PE, 50820-010, Brasil;Rua Alexandre Rodrigues Ferreira;629;Mangueira;Recife;PE;50820-010;Brasil;ChIJpWBGB8weqwcRVpoMrfVejzQ;google
-8,076155213;-34,92283856;R. Alexandre Rodrigues Ferreira, 563 - Mangueira, Recife - PE, 50820-010, Brasil;Rua Alexandre Rodrigues Ferreira;563;Mangueira;Recife;PE;50820-010;Brasil;ChIJHfoEq84eqwcRbOOpAiDDPss;google
-8,076678854;-34,92273048;R. Oásis, 101 - Mangueira, Recife - PE, 50820-090, Brasil;Rua Oásis;101;Mangueira;Recife;PE;50820-090;Brasil;ChIJBdxAsc4eqwcRZMzJjs0hOdQ;google
-8,077154285;-34,92263695;R. Alexandre Rodrigues Ferreira, 441 - Mangueira, Recife - PE, 50820-010, Brasil;Rua Alexandre Rodrigues Ferreira;441;Mangueira;Recife;PE;50820-010;Brasil;ChIJxwvXy84eqwcRsufoTCUDkJg;google
-8,075116512;-34,92304741;R. Alexandre Rodrigues Ferreira, 672 - Mangueira, Recife - PE, 50820-010, Brasil;Rua Alexandre Rodrigues Ferreira;672;Mangueira;Recife;PE;50820-010;Brasil;ChIJe7UDCcweqwcR_jCc647JfO4;google
-8,078788815;-34,92229203;R. Alexandre Rodrigues Ferreira, 267a - Mangueira, Recife - PE, 50850-230, Brasil;Rua Alexandre Rodrigues Ferreira;267a;Mangueira;Recife;PE;50850-230;Brasil;ChIJ90FEJc8eqwcRfncBxDkqeLQ;google
-8,07829997;-34,92240978;R. Palmitina, 18 - Mangueira, Recife - PE, 50820-110, Brasil;Rua Palmitina;18;Mangueira;Recife;PE;50820-110;Brasil;ChIJnY_5J88eqwcRn3SzO58Aolg;google
-8,010607076;-34,88154935;R. Maria Cristina Tasso de Souza, 742 - Cajueiro, Recife - PE, 52221-330, Brasil;Rua Maria Cristina Tasso de Souza;742;Cajueiro;Recife;PE;52221-330;Brasil;ChIJT-b41RkYqwcRvRcc3XhOsPc;google
-8,078575517;-34,94539321;Rua Alisio Cavalcanti, 180 - Jardim São Paulo, Recife - PE, 50790-240, Brasil;Rua Alisio Cavalcanti;180;Jardim São Paulo;Recife;PE;50790-240;Brasil;ChIJQbkdAaYeqwcRyNSGj5ON36g;google
-8,012507619;-34,89919468;R. Alto do Deodato, 457 - Água Fria, Recife - PE, 52211-500, Brasil;Rua Alto do Deodato;457;Água Fria;Recife;PE;52211-500;Brasil;ChIJHfuNPjEYqwcREVEQxh_iXec;google
-8,037143188;-34,93273071;Rua Dr. Aluizio Baltar, 98 - Iputinga, Recife - PE, 50680-160, Brasil;Rua Doutor Aluizio Baltar;98;Iputinga;Recife;PE;50680-160;Brasil;ChIJcSgwbXQZqwcRhu4MQQBXwVs;google
-8,086132295;-34,9082113;R. Eng. José Apolinário, 209 - Imbiribeira, Recife - PE, 51170-410, Brasil;Rua Engenheiro José Apolinário;209;Imbiribeira;Recife;PE;51170-410;Brasil;ChIJZbVKyNgeqwcR8scsy4IWHTs;google
-8,094969714;-34,9300351;Av. Ten. Felipe Bandeira de Melo, 194-250 - Areias, Recife - PE, 50870-070, Brasil;Avenida Tenente Felipe Bandeira de Melo;194-250;Areias;Recife;PE;50870-070;Brasil;ChIJERnkP5MeqwcRqRk-tJthM5c;google
-8,129100789;-34,94263346;R. Angatuba, 59 - Jordão, Recife - PE, 51240-715, Brasil;Rua Angatuba;59;Jordão;Recife;PE;51240-715;Brasil;ChIJOWOwKwweqwcRC0iIIQgh4zU;google
-8,129930278;-34,94143902;R. Angatuba, 101 - Ibura, Recife - PE, 51240-715, Brasil;Rua Angatuba;101;Ibura;Recife;PE;51240-715;Brasil;ChIJWVKDXT4fqwcRMesxurF73eI;google
-8,129919051;-34,941455;R. Angatuba, 101 - Ibura, Recife - PE, 51240-715, Brasil;Rua Angatuba;101;Ibura;Recife;PE;51240-715;Brasil;ChIJWVKDXT4fqwcRMesxurF73eI;google
-8,128239727;-34,94392997;BR-101, 168 - Ibura, Recife - PE, 51240-340, Brasil;BR-101;168;Ibura;Recife;PE;51240-340;Brasil;ChIJbwFMFQweqwcR7Dbjk_8unN0;google
-8,067964425;-34,91418146;R. Maria José de Lima, 161 - Bongi, Recife - PE, 50751-150, Brasil;Rua Maria José de Lima;161;Bongi;Recife;PE;50751-150;Brasil;ChIJ_fi4LywZqwcR-FnWc1HH5Os;google
-8,066376934;-34,91358422;Estr. do Bongi, 637 - Bongi, Recife - PE, 50751-070, Brasil;Estrada do Bongi;637;Bongi;Recife;PE;50751-070;Brasil;ChIJTWp9lC4ZqwcRuUhvW8ZdxHI;google
-8,016631342;-34,9175997;R. Anguereta, 1 - Vasco da Gama, Recife - PE, 52280-301, Brasil;Rua Anguereta;1;Vasco da Gama;Recife;PE;52280-301;Brasil;ChIJRUap-LcZqwcRDR2Busq6RkU;google
-8,057079183;-34,92522922;R. Prof. Antônio Austregésilo, 50 - Cordeiro, Recife - PE, 50630-620, Brasil;Rua Professor Antônio Austregésilo;50;Cordeiro;Recife;PE;50630-620;Brasil;ChIJR7Do0j4ZqwcRC5jUHTB22AY;google
-8,016157324;-34,91027003;R. Córrego José Grande, 299 - Alto José do Pinho, Recife - PE, 52080-040, Brasil;Rua Córrego José Grande;299;Alto José do Pinho;Recife;PE;52080-040;Brasil;ChIJaexcacoZqwcR8Q_e_rLBCZQ;google
-8,040411334;-34,94798045;R. Antônio Nogueira, 19 - Várzea, Recife - PE, 50740-290, Brasil;Rua Antônio Nogueira;19;Várzea;Recife;PE;50740-290;Brasil;ChIJvcNw2HwZqwcRXH417EUyeog;google
-8,008845641;-34,91710445;R. Antônio Pinto Lapa, 9 - Vasco da Gama, Recife - PE, 52081-521, Brasil;Rua Antônio Pinto Lapa;9;Vasco da Gama;Recife;PE;52081-521;Brasil;ChIJs79Ijs8ZqwcRFWiBZiEpiwU;google
-8,130179248;-34,94672256;R. Cap. Vicente Curado, 108 - COHAB, Recife - PE, 51300-010, Brasil;Rua Capitão Vicente Curado;108;COHAB;Recife;PE;51300-010;Brasil;ChIJLZM7FQkeqwcRv_EyngwIDio;google
-8,042031158;-34,88620277;R. Antônio Simões, 330 - Espinheiro, Recife - PE, 52021-100, Brasil;Rua Antônio Simões;330;Espinheiro;Recife;PE;52021-100;Brasil;ChIJZX1umvQYqwcREKu65iWqg6Q;google
-8,082780799;-34,91171492;R. Cerro Negro, 74 - Afogados, Recife - PE, 50770-765, Brasil;Rua Cerro Negro;74;Afogados;Recife;PE;50770-765;Brasil;ChIJXf9di9keqwcR7-SGl7DHvQk;google
-8,083036147;-34,91338105;R. Djalma Honório, 164 - Afogados, Recife - PE, 50770-670, Brasil;Rua Djalma Honório;164;Afogados;Recife;PE;50770-670;Brasil;ChIJq3n0ONoeqwcRsctvluzljKU;google
-8,071723157;-34,91503521;R. Apucarana, 345 - San Martin, Recife - PE, 50760-495, Brasil;Rua Apucarana;345;San Martin;Recife;PE;50760-495;Brasil;ChIJt_eaKS0ZqwcRZ4TbhKcmE7E;google
-8,016912084;-34,91020871;R. Córrego José Grande, 262 - Alto José do Pinho, Recife - PE, 52080-040, Brasil;Rua Córrego José Grande;262;Alto José do Pinho;Recife;PE;52080-040;Brasil;ChIJm7zhd8oZqwcR_tkgUALrMpk;google
-7,993449559;-34,93089575;R. Cabo Hermito de Sá, 86 - Brejo da Guabiraba, Recife - PE, 52291-160, Brasil;Rua Cabo Hermito de Sá;86;Brejo da Guabiraba;Recife;PE;52291-160;Brasil;ChIJO1MYXF4XqwcRLvlVPutqxRA;google
-8,131586273;-34,91337143;R. Barão de Tefé, 464a - Boa Viagem, Recife - PE, 51030-690, Brasil;Rua Barão de Tefé;464a;Boa Viagem;Recife;PE;51030-690;Brasil;ChIJj9XguDYeqwcRKHC5k3kwGNs;google
-8,005553464;-34,9251918;Córrego do Arcânjo, 139 - Nova Descoberta, Recife - PE, 52190-050, Brasil;Córrego do Arcânjo;139;Nova Descoberta;Recife;PE;52190-050;Brasil;ChIJCYlNw9wZqwcRzTthceiU6MI;google
-8,074712928;-34,92866098;R. Tula Freire de Souza, 741 - San Martin, Recife - PE, 50761-730, Brasil;Rua Tula Freire de Souza;741;San Martin;Recife;PE;50761-730;Brasil;ChIJ9VXN-bUeqwcRgRU2w1h0UQ8;google
-8,07536314;-34,9285569;R. Tula Freire de Souza, 79 - San Martin, Recife - PE, 50761-730, Brasil;Rua Tula Freire de Souza;79;San Martin;Recife;PE;50761-730;Brasil;ChIJC4UlAMoeqwcRW0LfYWljsFM;google
-8,112626518;-34,94797153;R. Santo Heleno, 424 - COHAB, Recife - PE, 51270-110, Brasil;Rua Santo Heleno;424;COHAB;Recife;PE;51270-110;Brasil;ChIJWaJa_ngeqwcRdRkZanZt2gQ;google
-8,115184112;-34,94495805;BR-101, 20 - COHAB, Recife - PE, 51110-541, Brasil;BR-101;20;COHAB;Recife;PE;51110-541;Brasil;ChIJw1XeAHoeqwcRvaRhOZ8h8_U;google
-8,064693104;-34,93294199;R. Prof. Avertano Rocha, 90 - Torrões, Recife - PE, 50761-100, Brasil;Rua Professor Avertano Rocha;90;Torrões;Recife;PE;50761-100;Brasil;ChIJyc9OQUkZqwcRuQyiAv3rfOw;google
-7,992967117;-34,9305197;R. Petrópolis, 3 - Brejo da Guabiraba, Recife - PE, 52291-193, Brasil;Rua Petrópolis;3;Brejo da Guabiraba;Recife;PE;52291-193;Brasil;ChIJWU6CfV4XqwcRpMqQvCRZ078;google
-7,993341102;-34,9307873;R. Cabo Hermito de Sá, 212 - Brejo da Guabiraba, Recife - PE, 52291-160, Brasil;Rua Cabo Hermito de Sá;212;Brejo da Guabiraba;Recife;PE;52291-160;Brasil;ChIJ36DaXF4XqwcRobahDcsXiJ4;google
-8,021530085;-34,89822611;R. Bastos Ribeiro, 177 - Bomba do Hemetério, Recife - PE, 52111-210, Brasil;Rua Bastos Ribeiro;177;Bomba do Hemetério;Recife;PE;52111-210;Brasil;ChIJcfeS4UgYqwcRJ9A763f50r0;google
-8,054567262;-34,89814096;R. Jorn. Paulo Bitencourt, 241 - Derby, Recife - PE, 52010-260, Brasil;Rua Jornalista Paulo Bitencourt;241;Derby;Recife;PE;52010-260;Brasil;ChIJtSTkgucYqwcR7hP7-iLLuvw;google
-8,101131136;-34,88562295;R. Baltazar Pereira, 1140 - Pina, Recife - PE, 51011-550, Brasil;Rua Baltazar Pereira;1140;Pina;Recife;PE;51011-550;Brasil;ChIJr9rkwxIfqwcR2NOmyDtC7YI;google
-8,101198162;-34,88641578;R. Pedro Américo Galvão, 129 - Boa Viagem, Recife - PE, 51011-560, Brasil;Rua Pedro Américo Galvão;129;Boa Viagem;Recife;PE;51011-560;Brasil;ChIJlSg67RIfqwcR9MqrQTqzsw8;google
-8,101187421;-34,88584485;R. Baltazar Pereira, 70 - Boa Viagem, Recife - PE, 51011-550, Brasil;Rua Baltazar Pereira;70;Boa Viagem;Recife;PE;51011-550;Brasil;ChIJ4bGiwhIfqwcR9j9yETR9Bd4;google
-7,994605276;-34,93237208;Av. da Recuperação, 226 - Brejo da Guabiraba, Recife - PE, 52291-127, Brasil;Avenida da Recuperação;226;Brejo da Guabiraba;Recife;PE;52291-127;Brasil;ChIJb23FG18XqwcRUQnl6KGdfys;google
-8,05424125;-34,908155;R. Bartolomeu de Gusmão, 276 - Madalena, Recife - PE, 50610-190, Brasil;Rua Bartolomeu de Gusmão;276;Madalena;Recife;PE;50610-190;Brasil;ChIJl8Foih8ZqwcRhGxvMxsXJsM;google
-8,023823408;-34,92717129;R. Cametá, 136 - Alto do Mandu, Recife - PE, 52071-160, Brasil;Rua Cametá;136;Alto do Mandu;Recife;PE;52071-160;Brasil;ChIJP6SSOL0ZqwcR_Vr7SpHh0OE;google
-8,023790469;-34,92742022;R. Batatais, 102 - Alto do Mandu, Recife - PE, 52071-211, Brasil;Rua Batatais;102;Alto do Mandu;Recife;PE;52071-211;Brasil;ChIJOfrRRr0ZqwcR1qlXlzA8nAA;google
-8,053261702;-34,95737023;R. Eneida, 198 - Várzea, Recife - PE, 50741-410, Brasil;Rua Eneida;198;Várzea;Recife;PE;50741-410;Brasil;ChIJ-WY6vOYbqwcR0FPNftv6i6I;google
-8,056862595;-34,95837334;R. Barão de Mamoré, 300 - Cidade Universitária, Recife - PE, 50741-510, Brasil;Rua Barão de Mamoré;300;Cidade Universitária;Recife;PE;50741-510;Brasil;ChIJUxzB5OQbqwcRDs38KyQohuI;google
-8,053441006;-34,95741365;R. Belém de São Francisco, 292 A - Várzea, Recife - PE, 50740-465, Brasil;Rua Belém de São Francisco;292 A;Várzea;Recife;PE;50740-465;Brasil;ChIJU-IsWHobqwcRZ9bh7NKqFog;google
-8,053132425;-34,95740213;R. Santa Quitéria, 116 - Várzea, Recife - PE, 50741-350, Brasil;Rua Santa Quitéria;116;Várzea;Recife;PE;50741-350;Brasil;ChIJjx2KvuYbqwcRUsAaTK5QNuA;google
-7,994704956;-34,9324831;R. Cabo Hermito de Sá, 610 - Brejo da Guabiraba, Recife - PE, 52291-160, Brasil;Rua Cabo Hermito de Sá;610;Brejo da Guabiraba;Recife;PE;52291-160;Brasil;ChIJ9z5oF18XqwcRcnzDN1RbHSw;google
-8,044762897;-34,90452072;R. Benjamin Constant, 1 - Torre, Recife - PE, 50710-150, Brasil;Rua Benjamin Constant;1;Torre;Recife;PE;50710-150;Brasil;ChIJ9V8HO_0YqwcR81Vff4_Iylc;google
-8,033171214;-34,87613157;R. Cel. Bento Magalhães, 99 - Campo Grande, Recife - PE, 52031-310, Brasil;Rua Coronel Bento Magalhães;99;Campo Grande;Recife;PE;52031-310;Brasil;ChIJVdW8imQYqwcRLNSf8JPtfY8;google
-8,014571593;-34,91655825;R. Alto Nossa Sra. de Fátima, 37 - Alto José Bonifacio, Recife - PE, 52280-424, Brasil;Rua Alto Nossa Senhora de Fátima;37;Alto José Bonifacio;Recife;PE;52280-424;Brasil;ChIJ5Z1KZMgZqwcR2bF9CAb4wPM;google
-8,085913044;-34,9291857;R. Barão de Buíque, 107 - Estância, Recife - PE, 50771-610, Brasil;Rua Barão de Buíque;107;Estância;Recife;PE;50771-610;Brasil;ChIJ2XaxZb8eqwcRcii5DltP7Os;google
-8,076627521;-34,92331581;R. Ten. Mindelo, 40 - Jiquiá, Recife - PE, 50761-415, Brasil;Rua Tenente Mindelo;40;Jiquiá;Recife;PE;50761-415;Brasil;ChIJj3CdTskeqwcRZT5Gx6C0BSg;google
-8,135486731;-34,9557835;R. Mal. Talmaturgo, 322 - COHAB, Recife - PE, 51320-550, Brasil;Rua Marechal Talmaturgo;322;COHAB;Recife;PE;51320-550;Brasil;ChIJ-QtOe_wdqwcRrulT6U0g9fA;google
-8,126724612;-34,9425431;R. Brejo da Cruz, 99 - Ibura, Recife - PE, 51240-735, Brasil;Rua Brejo da Cruz;99;Ibura;Recife;PE;51240-735;Brasil;ChIJj3GT_QweqwcRbBzHEB69h7Q;google
-8,021905564;-34,92688533;R. Caçapava, 36 - Alto do Mandu, Recife - PE, 52071-153, Brasil;Rua Caçapava;36;Alto do Mandu;Recife;PE;52071-153;Brasil;ChIJ4zKQpL0ZqwcRlmW1R-xL45s;google
-8,088907533;-34,91232144;R. Cinco de Maio, 161 - Imbiribeira, Recife - PE, 51170-490, Brasil;Rua Cinco de Maio;161;Imbiribeira;Recife;PE;51170-490;Brasil;ChIJHYhU190eqwcR89fFkBgFQTg;google
-8,024140182;-34,92364344;Tv. Clodomiro Selva, 281 - Casa Amarela, Recife - PE, 52070-470, Brasil;Travessa Clodomiro Selva;281;Casa Amarela;Recife;PE;52070-470;Brasil;ChIJVTsRo7wZqwcRfRG-DJKx0ys;google
-8,058423024;-34,93987371;R. Edvaldo Maranhão Ferreira, 40 - Torrões, Recife - PE, 50660-390, Brasil;Rua Edvaldo Maranhão Ferreira;40;Torrões;Recife;PE;50660-390;Brasil;ChIJY5nI01oZqwcRB86cpzFAL5A;google
-8,017203682;-34,91019178;R. Córrego José Grande, 298 - Alto José do Pinho, Recife - PE, 52080-040, Brasil;Rua Córrego José Grande;298;Alto José do Pinho;Recife;PE;52080-040;Brasil;ChIJK0hXiLUZqwcRqM-6EQ7sRNc;google
-8,011938199;-34,93157081;R. Ida Maria, 87 - Macaxeira, Recife - PE, 52090-380, Brasil;Rua Ida Maria;87;Macaxeira;Recife;PE;52090-380;Brasil;ChIJ25-auOsZqwcRJpJ7P7l66g8;google
-8,010828971;-34,93121256;R. Maria Cândida, 215 - Macaxeira, Recife - PE, 52090-340, Brasil;Rua Maria Cândida;215;Macaxeira;Recife;PE;52090-340;Brasil;ChIJtbUnLeoZqwcR5HcJvFqgrVY;google
-8,085715949;-34,8812082;R. Dragão do Mar, 309 - Brasília Teimosa, Recife - PE, 51010-110, Brasil;Rua Dragão do Mar;309;Brasília Teimosa;Recife;PE;51010-110;Brasil;ChIJb6pNSEYfqwcRNF4pJ6aVFAM;google
-8,085031171;-34,88150494;R. Carapeba, 218 - Brasília Teimosa, Recife - PE, 51010-420, Brasil;Rua Carapeba;218;Brasília Teimosa;Recife;PE;51010-420;Brasil;ChIJPTKDLUYfqwcR_pERlRiLIG4;google
-8,056245514;-34,91838382;R. Fidélis Moliterno, 445 - Zumbi, Recife - PE, 50720-590, Brasil;Rua Fidélis Moliterno;445;Zumbi;Recife;PE;50720-590;Brasil;ChIJY2F-xTwZqwcRyUFKb0urc14;google
-8,099279637;-34,91531491;R. Padre Carlos Leôncio, 546 - Imbiribeira, Recife - PE, 51170-400, Brasil;Rua Padre Carlos Leôncio;546;Imbiribeira;Recife;PE;51170-400;Brasil;ChIJEaubLuUeqwcRJMinOVtqjRI;google
-8,055553121;-34,89666238;R. Silva Ramos, 19 - Boa Vista, Recife - PE, 50701-000, Brasil;Rua Silva Ramos;19;Boa Vista;Recife;PE;50701-000;Brasil;ChIJ62NZWd0YqwcRSq7hKSc5aqo;google
-8,132344145;-34,91300602;Rua Dr. Luiz Correia de Oliveira, 60 - Boa Viagem, Recife - PE, 51030-200, Brasil;Rua Doutor Luiz Correia de Oliveira;60;Boa Viagem;Recife;PE;51030-200;Brasil;ChIJ004wTDEeqwcRf-C-Q5NRU24;google
-8,135536635;-34,9554028;R. Mal. Talmaturgo, 290 - COHAB, Recife - PE, 51320-000, Brasil;Rua Marechal Talmaturgo;290;COHAB;Recife;PE;51320-000;Brasil;ChIJp6HtZPwdqwcR4SmBlTDzA70;google
-8,131580396;-34,94266391;R. Clevelândia, 36 - Jordão, Recife - PE, 51260-290, Brasil;Rua Clevelândia;36;Jordão;Recife;PE;51260-290;Brasil;ChIJyaHp_g4eqwcRu_qzEa8c3GQ;google
-8,036655281;-34,88286982;R. Artelano de Barros Cavalcanti, 11 - Campo Grande, Recife - PE, 52031-201, Brasil;Rua Artelano de Barros Cavalcanti;11;Campo Grande;Recife;PE;52031-201;Brasil;ChIJf-eZQ2AYqwcRF8gVdj3OUoI;google
-8,03557488;-34,89414989;Condomínio do Edifício Portal do Rosarinho - R. Julião Neto, 371 - Encruzilhada, Recife - PE, 52041-100, Brasil;Rua Julião Neto;371;Encruzilhada;Recife;PE;52041-100;Brasil;ChIJl9JcyVkYqwcRBCziFbpKYnM;google
-8,135370939;-34,94943154;R. Floriano Barbosa de Oliveira, 117 - COHAB, Recife - PE, 51310-070, Brasil;Rua Floriano Barbosa de Oliveira;117;COHAB;Recife;PE;51310-070;Brasil;ChIJIVuumAceqwcRI9Y9e41FPYM;google
