latitude;longitude;endereco_completo;rua;numero;bairro;cidade;estado;cep;pais;place_id;geocoder_usado
-8,050526574;-34,92107917;Av. Caxangá, 1436 - Cordeiro, Recife - PE, 50630-000, Brasil;Avenida Caxangá;1436;Cordeiro;Recife;PE;50630-000;Brasil;ChIJ7ZvK-RYZqwcRNWauDs6WItU;google
-8,056778803;-34,90937597;Av. Caxangá, 1622 - Madalena, Recife - PE, 50711-000, Brasil;Avenida Caxangá;1622;Madalena;Recife;PE;50711-000;Brasil;ChIJ4XCRASEZqwcRnVvd14j46Fc;google
-8,057117582;-34,90926527;R. João Ivo da Silva, 13 - Madalena, Recife - PE, 50720-100, Brasil;Rua João Ivo da Silva;13;Madalena;Recife;PE;50720-100;Brasil;ChIJ47Qw4iAZqwcRNIjnegLd81I;google
-8,042147976;-34,88526641;Av. Norte Miguel Arraes de Alencar, 1465 - Espinheiro, Recife - PE, 52021-000, Brasil;Avenida Norte Miguel Arraes de Alencar;1465;Espinheiro;Recife;PE;52021-000;Brasil;ChIJoRBppfQYqwcRBHRrNj2xPqc;google
-8,042839557;-34,88506663;Av. Gov. Agamenon Magalhães, 2769 - Santo Amaro, Recife - PE, 50050-290, Brasil;Avenida Governador Agamenon Magalhães;2769;Santo Amaro;Recife;PE;50050-290;Brasil;ChIJD3WXVvMYqwcRn1e70RUYQjA;google
-8,042359583;-34,88400675;R. Engenho Taquara, 191 - Santo Amaro, Recife - PE, 50110-030, Brasil;Rua Engenho Taquara;191;Santo Amaro;Recife;PE;50110-030;Brasil;ChIJT7wgqIwYqwcRkjROMBVNw-o;google
-8,042955769;-34,8844187;Av. Gov. Agamenon Magalhães, 1287 - Santo Amaro, Recife - PE, 50110-000, Brasil;Avenida Governador Agamenon Magalhães;1287;Santo Amaro;Recife;PE;50110-000;Brasil;ChIJQWHcUvMYqwcRmHYQWuLKKoM;google
-8,042837141;-34,88415788;R. Engenho Megaípe, 25 - Santo Amaro, Recife - PE, 50110-020, Brasil;Rua Engenho Megaípe;25;Santo Amaro;Recife;PE;50110-020;Brasil;ChIJ-SXAqIwYqwcR8W9F4d2HqYU;google
-8,04256547;-34,88418519;R. Engenho Taquara, 191 - Santo Amaro, Recife - PE, 50110-030, Brasil;Rua Engenho Taquara;191;Santo Amaro;Recife;PE;50110-030;Brasil;ChIJT7wgqIwYqwcRkjROMBVNw-o;google
-8,042026908;-34,88499859;Av. Norte Miguel Arraes de Alencar, 1465 - Espinheiro, Recife - PE, 52021-000, Brasil;Avenida Norte Miguel Arraes de Alencar;1465;Espinheiro;Recife;PE;52021-000;Brasil;ChIJoRBppfQYqwcRBHRrNj2xPqc;google
-8,038055542;-34,8702665;Av. Cruz Cabugá, 280 - Santo Amaro, Recife - PE, 50040-000, Brasil;Avenida Cruz Cabugá;280;Santo Amaro;Recife;PE;50040-000;Brasil;ChIJ1fjLo30YqwcRDxIpiiQK8Qs;google
-8,036878384;-34,86936516;PE-001, 2178 - Santo Amaro, Recife - PE, 50040-000, Brasil;PE-001;2178;Santo Amaro;Recife;PE;50040-000;Brasil;Ei9QRS0wMDEsIDIxNzggLSBTYW50byBBbWFybywgUmVjaWZlIC0gUEUsIEJyYXppbCIbEhkKFAoSCeuxAzZ8GKsHEVl7MM-AqmO5EIIR;google
-8,061752118;-34,90760291;Estr. dos Remédios, 2023 - Ilha do Retiro, Recife - PE, 50720-715, Brasil;Estrada dos Remédios;2023;Ilha do Retiro;Recife;PE;50720-715;Brasil;ChIJza9slycZqwcRAfonbyjSLtw;google
-8,061657535;-34,90759057;Av. Sport Clube do Recife, 30 - Madalena, Recife - PE, 50750-500, Brasil;Avenida Sport Clube do Recife;30;Madalena;Recife;PE;50750-500;Brasil;ChIJQWY9mScZqwcRcR4xyQcgbpI;google
-8,090529025;-34,88191299;PE-009, 516 - Boa Viagem, Recife - PE, 51110-020, Brasil;PE-009;516;Boa Viagem;Recife;PE;51110-020;Brasil;ChIJ33jP4UAfqwcRZYDe7Mw9Hkg;google
-8,090483437;-34,88178479;PE-009, 516 - Boa Viagem, Recife - PE, 51110-020, Brasil;PE-009;516;Boa Viagem;Recife;PE;51110-020;Brasil;ChIJ33jP4UAfqwcRZYDe7Mw9Hkg;google
-8,13252661;-34,90012901;R. Barão de Souza Leão, 16 - Boa Viagem, Recife - PE, 51030-300, Brasil;Rua Barão de Souza Leão;16;Boa Viagem;Recife;PE;51030-300;Brasil;ChIJw2_rQskfqwcRNgCQSKnr1jQ;google
-8,120238527;-34,89509666;Condomínio Edifício Atlântico - Av. Boa Viagem, 3472 - Boa Viagem, Recife - PE, 51020-001, Brasil;Avenida Boa Viagem;3472;Boa Viagem;Recife;PE;51020-001;Brasil;ChIJgX5btQsfqwcRxYOS1zSe2Hw;google
-8,11698225;-34,89315713;R. Antônio Falcão, 5 - Boa Viagem, Recife - PE, 51020-240, Brasil;Rua Antônio Falcão;5;Boa Viagem;Recife;PE;51020-240;Brasil;ChIJW149tqUfqwcRyEwzhhxvPYU;google
-8,124045765;-34,89677247;R. Ribeiro de Brito, 1 - Boa Viagem, Recife - PE, 51021-310, Brasil;Rua Ribeiro de Brito;1;Boa Viagem;Recife;PE;51021-310;Brasil;ChIJ-zRkt7AfqwcR-v0xQGQueXk;google
-8,125290327;-34,89715555;R. Ernesto de Paula Santos, 1 - Boa Viagem, Recife - PE, 51021-330, Brasil;Rua Ernesto de Paula Santos;1;Boa Viagem;Recife;PE;51021-330;Brasil;ChIJVVyYObcfqwcRF0RMklsQfT8;google
-8,091737998;-34,88236285;Av. Boa Viagem, 36 - Pina, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;36;Pina;Recife;PE;51011-000;Brasil;ChIJgb1iWkAfqwcRjrng-is_pYI;google
-8,091734192;-34,8822208;Condomínio do Edifício Maria Vitória - Av. Boa Viagem, 291 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;291;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJUZ1lVUAfqwcR_DJxm9yiJyU;google
-8,091645753;-34,88213075;Av. Herculano Bandeira, 10 - Pina, Recife - PE, 51110-130, Brasil;Avenida Herculano Bandeira;10;Pina;Recife;PE;51110-130;Brasil;ChIJWV_mVkAfqwcR8JinoKaAXqU;google
-8,121968742;-34,89600535;PE-009, 3672 - Boa Viagem, Recife - PE, 51021-280, Brasil;PE-009;3672;Boa Viagem;Recife;PE;51021-280;Brasil;ChIJn7OHerAfqwcRcVLW3eRvj1o;google
-8,132005204;-34,89989034;Av. Boa Viagem, 4860 - Boa Viagem, Recife - PE, 51021-000, Brasil;Avenida Boa Viagem;4860;Boa Viagem;Recife;PE;51021-000;Brasil;ChIJBcPwbckfqwcRpZdZftPl2gQ;google
-8,151111614;-34,90779298;Av. Boa Viagem, 10021 - Boa Viagem, Recife - PE, 51130-000, Brasil;Avenida Boa Viagem;10021;Boa Viagem;Recife;PE;51130-000;Brasil;ChIJ-WBhodThqgcR64_eqYINafg;google
-8,062084614;-34,8816624;Av. Conde da Boa Vista, 9 - Boa Vista, Recife - PE, 50060-001, Brasil;Avenida Conde da Boa Vista;9;Boa Vista;Recife;PE;50060-001;Brasil;ChIJh-Zx2LgYqwcR2ds9-48P4U8;google
-8,062000046;-34,88159942;Av. Conde da Boa Vista, 12 - Boa Vista, Recife - PE, 50060-004, Brasil;Avenida Conde da Boa Vista;12;Boa Vista;Recife;PE;50060-004;Brasil;ChIJB7pHKLkYqwcRP7kYPHVfOqw;google
-8,113897263;-34,89117948;PE-009, 2682 - Boa Viagem, Recife - PE, 51020-000, Brasil;PE-009;2682;Boa Viagem;Recife;PE;51020-000;Brasil;ChIJjWHj3aYfqwcR-xWdb7hyW30;google
-8,099736589;-34,88442027;R. Tomé Gibson, 914 - Pina, Recife - PE, 51011-555, Brasil;Rua Tomé Gibson;914;Pina;Recife;PE;51011-555;Brasil;ChIJsb1KMxMfqwcRDWZ2SBPtVVk;google
-8,118611611;-34,89412921;PE-009, 3278 - Boa Viagem, Recife - PE, 51020-000, Brasil;PE-009;3278;Boa Viagem;Recife;PE;51020-000;Brasil;ChIJj-wsDaUfqwcRZHgPnyJRUp8;google
-8,144060719;-34,90463736;Av. Boa Viagem, 6306 - Boa Viagem, Recife - PE, 51130-000, Brasil;Avenida Boa Viagem;6306;Boa Viagem;Recife;PE;51130-000;Brasil;ChIJuwdw7tQfqwcROmV0XKMgvO8;google
-8,126555341;-34,89766459;Av. Boa Viagem, 4268 - Boa Viagem, Recife - PE, 51021-000, Brasil;Avenida Boa Viagem;4268;Boa Viagem;Recife;PE;51021-000;Brasil;ChIJZcMeB7cfqwcRW1f0kd-kboI;google
-8,115308402;-34,8921461;PE-009, 2846 - Boa Viagem, Recife - PE, 51020-000, Brasil;PE-009;2846;Boa Viagem;Recife;PE;51020-000;Brasil;ChIJp86Yj6YfqwcRV-UKQ-LhGEw;google
-8,145061175;-34,90514344;PE-009, 6464 - Boa Viagem, Recife - PE, 51030-020, Brasil;PE-009;6464;Boa Viagem;Recife;PE;51030-020;Brasil;ChIJJeboItUfqwcRB7A5jaJ0AmQ;google
-8,11184224;-34,88997925;Condomínio Edifício Acapulco - Av. Boa Viagem, 2412 - Boa Viagem, Recife - PE, 51020-000, Brasil;Avenida Boa Viagem;2412;Boa Viagem;Recife;PE;51020-000;Brasil;ChIJ-Z1Tag0fqwcRoAazYxFMfto;google
-8,104806417;-34,88729167;Condomínio Edifício California - Boa Viagem, Recife - PE, 51111-190, Brasil;;;Boa Viagem;Recife;PE;51111-190;Brasil;ChIJ80W5qw0fqwcRGS0lgUZ_dxQ;google
-8,095900449;-34,88310091;PE-009, 462 - Boa Viagem, Recife - PE, 51110-020, Brasil;PE-009;462;Boa Viagem;Recife;PE;51110-020;Brasil;ChIJIZNK3mofqwcRS_2nOLFpbeo;google
-8,133309887;-34,90048836;Av. Boa Viagem, 5010 - Boa Viagem, Recife - PE, 51030-000, Brasil;Avenida Boa Viagem;5010;Boa Viagem;Recife;PE;51030-000;Brasil;ChIJg-wMUckfqwcR_HO7k2F47E4;google
-8,129054147;-34,89854954;Condominio do Edifício Castelinho - Av. Boa Viagem, 4536 - Boa Viagem, Recife - PE, 51021-000, Brasil;Avenida Boa Viagem;4536;Boa Viagem;Recife;PE;51021-000;Brasil;ChIJd7ijhKYfqwcRXAX5PTUgAOM;google
-8,093442467;-34,88247336;Av. Boa Viagem, 228 - Pina, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;228;Pina;Recife;PE;51011-000;Brasil;ChIJO5sJJ0AfqwcRVhXQ7k5q6uQ;google
-8,096923958;-34,88336612;Av. Boa Viagem, 58 - Pina, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;58;Pina;Recife;PE;51011-000;Brasil;ChIJuY-xPmsfqwcR5GNsQqpJA7o;google
-8,110285497;-34,88926045;Av. Boa Viagem, 2254 - Boa Viagem, Recife - PE, 51020-000, Brasil;Avenida Boa Viagem;2254;Boa Viagem;Recife;PE;51020-000;Brasil;ChIJ6X-kIgofqwcRILjV9_4fQSc;google
-8,146682047;-34,90590498;R. Padre Leandro Camelo, 240 - Boa Viagem, Recife - PE, 51130-250, Brasil;Rua Padre Leandro Camelo;240;Boa Viagem;Recife;PE;51130-250;Brasil;ChIJPQM9V9UfqwcR6VBecZbwDPM;google
-8,094210208;-34,88266937;Av. Boa Viagem, 02 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;02;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJPwK0hGofqwcRJakEJe9OoFs;google
-8,096343961;-34,88321921;R. Alcídes Carneiro Leal, 560 - Pina, Recife - PE, 51011-200, Brasil;Rua Alcídes Carneiro Leal;560;Pina;Recife;PE;51011-200;Brasil;ChIJC8UUI2sfqwcRhUu_TdD5lpk;google
-8,101256745;-34,88533598;Av. Boa Viagem, 1174 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;1174;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJ2Se2wBIfqwcRB4YzGfbg1IQ;google
-8,131348673;-34,8996041;PE-009, 4820 - Boa Viagem, Recife - PE, 51021-390, Brasil;PE-009;4820;Boa Viagem;Recife;PE;51021-390;Brasil;ChIJcV4-dckfqwcRl9BRBXGSAkU;google
-8,139061835;-34,90257737;Av. Boa Viagem, 5740 - Boa Viagem, Recife - PE, 51030-000, Brasil;Avenida Boa Viagem;5740;Boa Viagem;Recife;PE;51030-000;Brasil;ChIJLTzyQdIfqwcRKZ00ETzYtNQ;google
-8,098211723;-34,88372158;Av. Boa Viagem, 016 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;016;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJWRd7p2wfqwcRrKhkSKPNqFY;google
-8,103186931;-34,88602844;Av. Boa Viagem, 8 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;8;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJvxk9aA0fqwcRZV3vIcrvYYc;google
-8,108607801;-34,88871842;Rua Professor Osias Ribeiro, 1993 - Boa Viagem, Recife - PE, 51111-100, Brasil;Rua Professor Osias Ribeiro;1993;Boa Viagem;Recife;PE;51111-100;Brasil;ChIJLxACxwsfqwcRjWyDpAsOXUo;google
-8,104165155;-34,88689837;Cond Edifício Zara - Av. Boa Viagem, 1478 - Boa Viagem, Recife - PE, 51111-000, Brasil;Avenida Boa Viagem;1478;Boa Viagem;Recife;PE;51111-000;Brasil;ChIJL2jbCA0fqwcRqH6f-W2nRyQ;google
-8,137052991;-34,90191367;Av. Boa Viagem, 42 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;42;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJL1GE6M0fqwcRfoZoSEoAeSM;google
-8,134100967;-34,90084611;Av. Boa Viagem, 39 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;39;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJWXaoqM4fqwcRhQ7e1Mrnw50;google
-8,106824795;-34,88769982;Condomínio do Edifício Santa Rosa de Lima - R. França Pereira, 214 - Boa Viagem, Recife - PE, 51111-150, Brasil;Rua França Pereira;214;Boa Viagem;Recife;PE;51111-150;Brasil;ChIJGwSTYgwfqwcRhKIE9qqIW2M;google
-8,10554361;-34,88752681;Condomínio do Edifício Portofino - Av. Boa Viagem, 1632 - Boa Viagem, Recife - PE, 51111-000, Brasil;Avenida Boa Viagem;1632;Boa Viagem;Recife;PE;51111-000;Brasil;ChIJEVrhy2wfqwcRKD4ZWSO2zN4;google
-8,107815255;-34,8883508;Condomínio do Edifício Henoch Coutinho, Terceiro Jardim de Boa Viagem - Av. Boa Viagem, 958 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;958;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJDUk2KEAfqwcRx6kYh8tbnOQ;google
-8,143186741;-34,90420116;Av. Boa Viagem, 108 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;108;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJcXC8i9QfqwcRbjMttkIuGrg;google
-8,13059021;-34,89924935;R. Lusiania, 4744 - Boa Viagem, Recife - PE, 51021-460, Brasil;Rua Lusiania;4744;Boa Viagem;Recife;PE;51021-460;Brasil;ChIJuQuTvMkfqwcRdPj9pTbEjEE;google
-8,135529454;-34,90141934;Av. Boa Viagem, 41 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;41;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJWa9eK8wfqwcR5HSgEK24RwI;google
-8,147778204;-34,90642139;Av. Boa Viagem, 117 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;117;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJS8sttCrgqgcRe3_o90YKTQY;google
-8,150075044;-34,90739476;Av. Boa Viagem, 19 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;19;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJ9RNzyNThqgcRXL56OhwxAO8;google
-8,149121307;-34,90700153;Av. Boa Viagem, 120 - Boa Viagem, Recife - PE, 51011-000, Brasil;Avenida Boa Viagem;120;Boa Viagem;Recife;PE;51011-000;Brasil;ChIJddOj1tThqgcRAHTRNO_J4os;google
-8,148699486;-34,90682553;R. S D 1096, 6836 - Boa Viagem, Recife - PE, 51030-020, Brasil;Rua S D 1096;6836;Boa Viagem;Recife;PE;51030-020;Brasil;ChIJFw0KLtXhqgcR5l83sP2xvDc;google
-8,0905704;-34,88176137;Av. Antônio de Góes, 516 - Boa Viagem, Recife - PE, 51110-020, Brasil;Avenida Antônio de Góes;516;Boa Viagem;Recife;PE;51110-020;Brasil;ChIJ33jP4UAfqwcRsked8zK9jhI;google
-8,102041171;-34,88570491;Edifício Jardins - R. Pedro Américo Galvão, 1250 - Boa Viagem, Recife - PE, 51011-560, Brasil;Rua Pedro Américo Galvão;1250;Boa Viagem;Recife;PE;51011-560;Brasil;ChIJVXeOohIfqwcRhv-30TpuAtE;google
-8,063398822;-34,87833132;R. Marquês do Recife, 16 - Santana, Recife - PE, 50010-060, Brasil;Rua Marquês do Recife;16;Santana;Recife;PE;50010-060;Brasil;ChIJ-eZLxbsYqwcRq8s44fVJT3U;google
-8,060550484;-34,92575803;Av. Eng. Abdias de Carvalho, 226 - Madalena, Recife - PE, 50720-225, Brasil;Avenida Engenheiro Abdias de Carvalho;226;Madalena;Recife;PE;50720-225;Brasil;ChIJ_wq6xzkZqwcRG7NvtWm9ZcE;google
-8,060438027;-34,92572208;BR-232, 6055 - Madalena, Recife - PE, 50761-650, Brasil;BR-232;6055;Madalena;Recife;PE;50761-650;Brasil;EixCUi0yMzIsIDYwNTUgLSBNYWRhbGVuYSwgUmVjaWZlIC0gUEUsIEJyYXppbCIbEhkKFAoSCfuQxLQ5GasHEfIGDQoDcfQyEKcv;google
-8,031330504;-34,95578238;Av. Caxangá, 34a - Madalena, Recife - PE, 50610-230, Brasil;Avenida Caxangá;34a;Madalena;Recife;PE;50610-230;Brasil;ChIJa9baVCsaqwcRT_CUg8g7HJE;google
-8,054161895;-34,91421615;Condomínio do Edifício Galeria Supercenter Caxanga - Av. Caxangá, 612 A - Madalena, Recife - PE, 50711-000, Brasil;Avenida Caxangá;612 A;Madalena;Recife;PE;50711-000;Brasil;ChIJ3exYeiIZqwcRf0LuddfHSFI;google
-8,03700856;-34,94552658;Av. Caxangá, 5218 - Caxangá, Recife - PE, 50800-195, Brasil;Avenida Caxangá;5218;Caxangá;Recife;PE;50800-195;Brasil;ChIJ42eHAXwZqwcR5AIXkmcctEU;google
-8,058121175;-34,90714364;R. Benfica, 920 - Madalena, Recife - PE, 50720-001, Brasil;Rua Benfica;920;Madalena;Recife;PE;50720-001;Brasil;ChIJ876evCAZqwcR9plkrheqUQM;google
-8,047916928;-34,92583228;Estr. do Forte do Arraial Novo do Bom Jesus, 12 - Cordeiro, Recife - PE, 50721-110, Brasil;Estrada do Forte do Arraial Novo do Bom Jesus;12;Cordeiro;Recife;PE;50721-110;Brasil;ChIJn9g-gBQZqwcRioRJ4Cmdyho;google
-8,041540773;-34,93701147;R. Santa Lúcia, 385 - Iputinga, Recife - PE, 50731-531, Brasil;Rua Santa Lúcia;385;Iputinga;Recife;PE;50731-531;Brasil;ChIJeWBfMnAZqwcRuPcKVLRtzPg;google
-8,041710108;-34,93706299;R. Gen. Cândido Borges Castelo Branco, 14 - Iputinga, Recife - PE, 50670-170, Brasil;Rua General Cândido Borges Castelo Branco;14;Iputinga;Recife;PE;50670-170;Brasil;ChIJk1svLHAZqwcRbp8SiDdRzAQ;google
-8,04157696;-34,93702248;R. Santa Lúcia, 385 - Iputinga, Recife - PE, 50731-531, Brasil;Rua Santa Lúcia;385;Iputinga;Recife;PE;50731-531;Brasil;ChIJeWBfMnAZqwcRuPcKVLRtzPg;google
-8,056944177;-34,90952186;PE-005, 11 - Madalena, Recife - PE, 50720-320, Brasil;PE-005;11;Madalena;Recife;PE;50720-320;Brasil;ChIJQyHMHCEZqwcRS01LZGYLIvY;google
-8,03909375;-34,94176882;Av. Caxangá, 4036 - Madalena, Recife - PE, 50800-000, Brasil;Avenida Caxangá;4036;Madalena;Recife;PE;50800-000;Brasil;ChIJX5QJW3oZqwcR2MmOc_YjrEw;google
-8,038958446;-34,94173558;Av. Professor Joaquim Cavalcanti, 80 - Iputinga, Recife - PE, 50800-010, Brasil;Avenida Professor Joaquim Cavalcanti;80;Iputinga;Recife;PE;50800-010;Brasil;ChIJ9YHFWnoZqwcRLjNpFX_bKuU;google
-8,045630115;-34,92994606;Av. Inácio Monteiro, 20 - Cordeiro, Recife - PE, 50721-275, Brasil;Avenida Inácio Monteiro;20;Cordeiro;Recife;PE;50721-275;Brasil;ChIJ7Ry852wZqwcRUpWuXW8FrHE;google
-8,052851877;-34,91629093;Av. Caxangá, 892 - Zumbi, Recife - PE, 50711-030, Brasil;Avenida Caxangá;892;Zumbi;Recife;PE;50711-030;Brasil;ChIJV1XxEhgZqwcR_l8Q7SCWuD4;google
-8,052957276;-34,91634903;Rua Conselheiro Theodoro, 852 - Zumbi, Recife - PE, 50711-030, Brasil;Rua Conselheiro Theodoro;852;Zumbi;Recife;PE;50711-030;Brasil;ChIJ6fWHDRgZqwcRAxbSv09NJZ0;google
-8,039254848;-34,94118166;R. Manoel Joaquim de Almeida, 859 - Iputinga, Recife - PE, 50670-370, Brasil;Rua Manoel Joaquim de Almeida;859;Iputinga;Recife;PE;50670-370;Brasil;ChIJ_yLNXnoZqwcR4S15FFhbTz0;google
-8,077705009;-34,90705128;R. Vinte e Um de Abril, 5 - Afogados, Recife - PE, 54160-280, Brasil;Rua Vinte e Um de Abril;5;Afogados;Recife;PE;54160-280;Brasil;ChIJ8a5rBtYeqwcRybaO3wgbCkY;google
-8,051709556;-34,91893813;R. Gregório Júnior, 12 - Zumbi, Recife - PE, 50720-740, Brasil;Rua Gregório Júnior;12;Zumbi;Recife;PE;50720-740;Brasil;ChIJLcwwvRcZqwcRfFeo5nqS3R4;google
-8,051596853;-34,91888651;R. Gregório Júnior, 12 - Zumbi, Recife - PE, 50720-740, Brasil;Rua Gregório Júnior;12;Zumbi;Recife;PE;50720-740;Brasil;ChIJLcwwvRcZqwcRfFeo5nqS3R4;google
-8,077490767;-34,90708832;R. Vinte e Um de Abril, 1737 - Afogados, Recife - PE, 50820-060, Brasil;Rua Vinte e Um de Abril;1737;Afogados;Recife;PE;50820-060;Brasil;ChIJp4gzBtYeqwcRNq0yrZgaWPc;google
-8,043359561;-34,93408771;Av. Caxangá, 3095 - Iputinga, Recife - PE, 50721-000, Brasil;Avenida Caxangá;3095;Iputinga;Recife;PE;50721-000;Brasil;ChIJPRHi320ZqwcRrwuWqBcVS6I;google
-8,043326989;-34,93414581;Av. Caxangá, 3095 - Iputinga, Recife - PE, 50721-000, Brasil;Avenida Caxangá;3095;Iputinga;Recife;PE;50721-000;Brasil;ChIJPRHi320ZqwcRrwuWqBcVS6I;google
-8,036914785;-34,94542906;Av. Caxangá, 5218 - Caxangá, Recife - PE, 50800-195, Brasil;Avenida Caxangá;5218;Caxangá;Recife;PE;50800-195;Brasil;ChIJ42eHAXwZqwcR5AIXkmcctEU;google
-8,039992861;-34,94020608;PE-005, 3907 - Iputinga, Recife - PE, 50670-000, Brasil;PE-005;3907;Iputinga;Recife;PE;50670-000;Brasil;ChIJywCBj3oZqwcRBVfm_5yG3zg;google
-8,046649232;-34,92784028;R. Antero Mota, 11 - Cordeiro, Recife - PE, 50731-010, Brasil;Rua Antero Mota;11;Cordeiro;Recife;PE;50731-010;Brasil;ChIJeUJtOBMZqwcRdjruZOUIDXA;google
-8,046772304;-34,92790527;Av. Caxangá, 2318 - Madalena, Recife - PE, 50731-000, Brasil;Avenida Caxangá;2318;Madalena;Recife;PE;50731-000;Brasil;ChIJ5VG8RRMZqwcRNDlm1a_DfmM;google
-8,038063761;-34,94363915;Av. Caxangá, 1885 - Várzea, Recife - PE, 50740-000, Brasil;Avenida Caxangá;1885;Várzea;Recife;PE;50740-000;Brasil;ChIJmcBNlXsZqwcRbi_TumqWbQM;google
-8,040874735;-34,9385658;R. Bom Pastor, 17 - Iputinga, Recife - PE, 50670-260, Brasil;Rua Bom Pastor;17;Iputinga;Recife;PE;50670-260;Brasil;ChIJszJdE3AZqwcRR44zM6BabPQ;google
-8,036781171;-34,9459796;R. Caxangá Ágape, 4547 - Várzea, Recife - PE, 50740-060, Brasil;Rua Caxangá Ágape;4547;Várzea;Recife;PE;50740-060;Brasil;ChIJkVBAHHwZqwcRopL0P8n4HQk;google
-8,03534368;-34,94853604;Av. Caxangá, 4365 - Várzea, Recife - PE, 50740-000, Brasil;Avenida Caxangá;4365;Várzea;Recife;PE;50740-000;Brasil;ChIJ_2QEaH4ZqwcRrwNTmgtk8xQ;google
-8,060861265;-34,8840613;R. do Hospício, 213 - Boa Vista, Recife - PE, 50060-080, Brasil;Rua do Hospício;213;Boa Vista;Recife;PE;50060-080;Brasil;ChIJ1XgLVL8YqwcRVw0a_kbc2Uw;google
-8,060770033;-34,88402017;R. do Hospício, 250 - Boa Vista, Recife - PE, 50050-050, Brasil;Rua do Hospício;250;Boa Vista;Recife;PE;50050-050;Brasil;ChIJgUxqUL8YqwcRloRP_o6YqOM;google
-8,034942725;-34,94925967;Av. Barão de Bonito, 182 - Várzea, Recife - PE, 50740-080, Brasil;Avenida Barão de Bonito;182;Várzea;Recife;PE;50740-080;Brasil;ChIJLw32P34ZqwcR1pAsiGppLQc;google
-8,053432081;-34,91583582;PE-005, 792 - Madalena, Recife - PE, 50720-490, Brasil;PE-005;792;Madalena;Recife;PE;50720-490;Brasil;ChIJwxkidxgZqwcRAI3U2RrB3yk;google
-8,04435623;-34,93199059;Estr. do Caiara, 3453 - Iputinga, Recife - PE, 50731-360, Brasil;Estrada do Caiara;3453;Iputinga;Recife;PE;50731-360;Brasil;ChIJI6LUpG0ZqwcR5zAR59vPFSk;google
-8,055472919;-34,91185142;R. Eng. Leonardo Arcoverde, 386 - Madalena, Recife - PE, 50610-290, Brasil;Rua Engenheiro Leonardo Arcoverde;386;Madalena;Recife;PE;50610-290;Brasil;ChIJq6kRiSEZqwcRSC8yTZ3m_bI;google
-8,05560298;-34,91190217;R. Eng. Leonardo Arcoverde, 386 - Madalena, Recife - PE, 50610-290, Brasil;Rua Engenheiro Leonardo Arcoverde;386;Madalena;Recife;PE;50610-290;Brasil;ChIJq6kRiSEZqwcRSC8yTZ3m_bI;google
-8,055540967;-34,91201048;R. João Crescêncio, 315 - Madalena, Recife - PE, 50720-290, Brasil;Rua João Crescêncio;315;Madalena;Recife;PE;50720-290;Brasil;ChIJBx8OKCIZqwcRvyIRzeaHZ_w;google
-8,040721818;-34,93848911;R. Bom Pastor, 7 - Iputinga, Recife - PE, 50670-260, Brasil;Rua Bom Pastor;7;Iputinga;Recife;PE;50670-260;Brasil;ChIJ4RDnanAZqwcRF6UYIyjKMlk;google
-8,043197506;-34,93402875;R. Cap. Aurélio de Araújo, 2 - Iputinga, Recife - PE, 50731-230, Brasil;Rua Capitão Aurélio de Araújo;2;Iputinga;Recife;PE;50731-230;Brasil;ChIJX-DKvnMZqwcR46veu4FH3zo;google
-8,03880459;-34,9420278;Viaduto Caxangá, 1402 - Iputinga, Recife - PE, 50711-050, Brasil;Viaduto Caxangá;1402;Iputinga;Recife;PE;50711-050;Brasil;ChIJYXohUnoZqwcRZMvSdMo0RYQ;google
