latitude;longitude
-8,01505093;-34,91686368
-8,012350689;-34,91566805
-8,019691562;-34,87960634
-7,989620047;-34,93210347
-7,991374325;-34,93277286
-8,097808818;-34,92386868
-8,096641291;-34,92322184
-8,009903182;-34,91753603
-8,009662363;-34,91742513
-7,980007785;-34,91417072
-8,014195622;-34,90936799
-8,041798122;-34,88673707
-8,041997715;-34,88646651
-8,04154528;-34,88707982
-8,014646544;-34,89615306
-8,014817505;-34,89603529
-8,014825958;-34,89604385
-8,037865827;-34,88147487
-8,038050174;-34,88130692
-8,121972214;-34,93832488
-7,993045098;-34,93057116
-8,129006797;-34,95136666
-8,013549258;-34,95590945
-8,017731011;-34,91022685
-8,074662142;-34,93845614
-8,021958531;-34,9268827
-8,021916381;-34,92749303
-8,041682746;-34,88689347
-8,016745817;-34,93712663
-8,015571472;-34,89499913
-8,011625753;-34,91599591
-8,01586105;-34,91721133
-8,015495528;-34,91709395
-8,005844658;-34,90785996
-8,108939933;-34,9482505
-7,992612598;-34,93027815
-7,993733919;-34,93123168
-8,130639977;-34,94072122
-8,017026229;-34,91946901
-8,017697101;-34,91946817
-8,019752579;-34,9358122
-8,015945405;-34,93733908
-8,024193967;-34,92723594
-8,129191707;-34,95569368
-8,021858764;-34,90833715
-7,992678685;-34,932689
-7,99308975;-34,9323422
-8,12309403;-34,94125934
-8,122065427;-34,94054696
-8,124704173;-34,93890029
-8,123674717;-34,9381979
-8,033485404;-34,97812629
-8,01466271;-34,90985924
-8,08190691;-34,91966648
-8,021618238;-34,880505
-8,003600358;-34,90847885
-8,005158311;-34,90607708
-8,010156843;-34,92950093
-8,054011634;-34,93559176
-8,016636604;-34,92886376
-8,037606421;-34,97794626
-8,087623162;-34,96825695
-8,112680835;-34,95611102
-8,055070404;-34,93373457
-8,101598974;-34,92453202
-8,120210145;-34,94916537
-8,01070384;-34,9221423
-8,131036623;-34,93918441
-8,107093149;-34,95094622
-8,059332856;-34,93341053
-8,059416423;-34,93320864
-8,076718329;-34,90848579
-8,115522049;-34,95132999
-8,113793023;-34,95547205
-8,131327069;-34,94223812
-8,056558986;-34,92927823
-8,056845351;-34,92944356
-8,006131429;-34,92876792
-8,03956332;-34,8718933
-8,008689415;-34,92839441
-8,00587003;-34,93096582
-8,032275471;-34,95630204
-8,029891885;-34,93891463
-8,02972088;-34,93907913
-8,008491067;-34,92853797
-8,008876931;-34,92839889
-8,00838463;-34,92957587
-8,00756685;-34,9316157
-8,010538117;-34,93028376
-8,013086613;-34,90462105
-8,02945036;-34,94242574
-8,006152976;-34,9312182
-8,00574251;-34,93078905
-8,003768829;-34,89623657
-8,014918401;-34,92381682
-8,115211215;-34,95749537
-7,999932962;-34,91440893
-8,000416879;-34,91583528
-8,069868963;-34,92234846
-8,069570027;-34,92166362
-8,001768428;-34,91313572
-8,001099118;-34,91300831
-8,131142506;-34,95090809
-8,131486426;-34,95100544
-7,977718165;-34,9180727
-7,977889825;-34,91887603
-7,977427208;-34,91690307
-7,977542334;-34,91731653
-7,977507013;-34,91733144
-7,944663355;-34,9234443
-7,945900322;-34,92318928
-7,943229686;-34,92338683
-8,071540965;-34,91588293
-8,012438035;-34,90742792
-8,024798451;-34,93104697
-8,133231598;-34,95141204
-8,132380015;-34,9522425
-8,080809825;-34,94990286
-8,079658847;-34,94882042
-8,095644294;-34,88654386
-8,114405481;-34,95734529
-8,114285442;-34,95936188
-8,115123795;-34,95746559
-8,009969394;-34,91238806
-8,032757786;-34,92792249
-8,033046881;-34,92775094
-8,031805875;-34,94202643
-8,101614871;-34,93874872
-8,101751305;-34,93906461
-8,023816032;-34,90289304
-8,121428835;-34,95914901
-8,12228229;-34,95731291
-8,122163061;-34,95772201
-8,120429251;-34,9599687
-8,040995593;-34,95651339
-8,04061487;-34,95754836
-8,080919933;-34,96696539
-8,079768643;-34,9645292
-8,079740061;-34,9650997
-7,993601437;-34,90937589
-8,030062917;-34,94190358
-8,03033377;-34,9419071
-8,029794633;-34,94189542
-8,134323439;-34,94732101
-8,135026242;-34,94609728
-7,991177977;-34,91297168
-8,115524569;-34,95758647
-8,104053897;-34,90925783
-8,006999918;-34,92551621
-8,006995171;-34,92551027
-8,0075385;-34,92580882
-8,131417773;-34,91548998
-8,009601423;-34,93451974
-8,003846042;-34,93616022
-8,00383787;-34,93674983
-7,995377189;-34,92386119
-8,035651484;-34,88133132
-8,083821676;-34,92320276
-8,067955893;-34,93489934
-8,082684585;-34,9280207
-8,001413029;-34,92645427
-8,067289052;-34,9354131
-8,067354302;-34,934845
-8,122398085;-34,9500006
-8,120789731;-34,94888279
-8,002452698;-34,92823105
-8,066284266;-34,93518474
-8,066352264;-34,93471524
-8,024616478;-34,96323959
-8,022499775;-34,96426572
-8,02661597;-34,9535017
-8,026859725;-34,95498947
-8,087288691;-34,96483334
-7,986066707;-34,92710652
-8,125187427;-34,95991122
-8,124678923;-34,95964884
-8,124963321;-34,95979856
-8,124492353;-34,95954952
-8,124272193;-34,95944073
-8,123251459;-34,95853607
-8,126080932;-34,96021751
-8,123839166;-34,95921701
-8,12584628;-34,96015091
-8,123861285;-34,9557042
-8,09512289;-34,96176177
-8,125238256;-34,95779112
-8,124829522;-34,95828736
-8,12467303;-34,95844862
-8,124987823;-34,95811641
-8,125707726;-34,95827189
-8,127334213;-34,95863509
-8,12512261;-34,95795022
-8,127094149;-34,95861238
-8,125708038;-34,95900631
-8,126599157;-34,95487447
-8,126156287;-34,9564331
-8,126007177;-34,9569456
-8,1260034;-34,95695831
-8,022350089;-34,95087213
-8,023272141;-34,95070839
-8,024616098;-34,95045182
-8,024163236;-34,95053577
-8,080534458;-34,96851416
-8,079565254;-34,97648301
-8,07956794;-34,97635605
-8,019521764;-34,92486613
-8,016497548;-34,90204953
-8,08248109;-34,96500874
-8,082254602;-34,96531697
-7,987453691;-34,92808403
-7,987362368;-34,92768871
-7,98751571;-34,92875095
-7,993965532;-34,91487839
-7,985583995;-34,91796373
-7,983592928;-34,91849251
-8,022603432;-34,95234558
-8,023525079;-34,95217116
-8,02488199;-34,95193084
-8,024429518;-34,95201155
-8,023719612;-34,96341709
-7,995091392;-34,9333225
-8,003646973;-34,90618308
-8,080624025;-34,9680941
-8,088440386;-34,96370321
-8,023375837;-34,96336833
-8,003237857;-34,92296725
-8,023830582;-34,9649054
-8,024921191;-34,96485076
-8,090519108;-34,94214286
-8,017628156;-34,89791039
-8,118017665;-34,94932823
-8,119041943;-34,95088175
-8,121809268;-34,9505556
-8,124735165;-34,95243914
-8,131261683;-34,94998645
-8,130897394;-34,95132022
-8,131612991;-34,95003266
-8,010061382;-34,89572717
-8,010096291;-34,89570793
-8,018632194;-34,90832598
-8,01860834;-34,90832684
-8,017554014;-34,90799378
-8,017692136;-34,87960748
-8,018769379;-34,88068717
-8,01830266;-34,87934756
-8,018840651;-34,87958457
-8,043119926;-34,9306714
-8,030221117;-34,93858982
-8,01622147;-34,87977421
-8,014277491;-34,9572376
-8,015377453;-34,95725128
-8,015126567;-34,95719843
-8,015949661;-34,95764362
-8,070232567;-34,89847555
-8,069951225;-34,89839137
-8,083070718;-34,96603233
-8,082865588;-34,96563174
-8,082582963;-34,96617535
-8,110671301;-34,91144977
-8,080950727;-34,96633193
-8,080751265;-34,96759935
-8,08205179;-34,96518669
-8,086347713;-34,94344184
-8,055911006;-34,9457321
-8,056299377;-34,94532417
-8,056487669;-34,94473156
-8,056806712;-34,94487739
-8,05665999;-34,94540523
-8,056867692;-34,94489456
-8,005245616;-34,89792873
-8,071412659;-34,89987658
-8,069995745;-34,89910789
-8,069721186;-34,89899659
-8,069535849;-34,9003202
-8,069040102;-34,90152204
-8,06990907;-34,89933741
-8,066230485;-34,8879519
-8,06641256;-34,88789886
-8,065949874;-34,8878443
-8,067020156;-34,88783339
-8,046179224;-34,91585851
-8,045451902;-34,91593625
-8,123400378;-34,9549487
-8,044415784;-34,91386269
-8,044859933;-34,91367943
-8,046164723;-34,91485705
-8,046769765;-34,91646956
-8,046748428;-34,91578747
-8,046286163;-34,9151145
-8,045634614;-34,91502356
-8,126023482;-34,95526233
-8,122516871;-34,95692189
-8,123504483;-34,95516021
-8,123619485;-34,95534756
-8,123873285;-34,95571511
-8,103240084;-34,91839362
-8,103122048;-34,91892009
-8,102663894;-34,9209698
-8,102644681;-34,92158343
-8,102864514;-34,92043351
-8,102991675;-34,91966493
-8,102600862;-34,9212008
-8,102601547;-34,9212102
-8,103367539;-34,91945254
-8,014502909;-34,92143141
-8,012431289;-34,90710937
-8,016182059;-34,95576402
-8,015290761;-34,95518914
-8,018482489;-34,90816128
-8,005382834;-34,89800906
-8,005373654;-34,89800448
-7,997379051;-34,92387748
-8,050099679;-34,91647134
-8,005188335;-34,93109249
-8,004284153;-34,93475807
-8,060819331;-34,9404467
-8,019588567;-34,88006267
-8,062881562;-34,93725441
-8,064362922;-34,93823128
-8,037695024;-34,92243731
-8,131365176;-34,95185643
-8,131420894;-34,95143695
-8,037987972;-34,98188181
-8,004901344;-34,90755183
-8,005093118;-34,9070026
-8,129438544;-34,91471746
-8,043943226;-34,93108512
-7,996081225;-34,93743412
-7,996555584;-34,93763551
-7,997967474;-34,93855716
-8,00443439;-34,89320733
-8,087110904;-34,92294205
-8,087247716;-34,92494094
-8,086561079;-34,92518247
-8,012396234;-34,90684854
-8,004978364;-34,90758815
-8,037887721;-34,92243225
-8,018907141;-34,90743975
-8,001766664;-34,92540556
-8,037344752;-34,92361419
-8,054644584;-34,93098967
-8,020219964;-34,87886422
-8,019223121;-34,87796918
-8,020221718;-34,87817192
-8,011882509;-34,9041544
-8,012341204;-34,90353365
-8,018361747;-34,89654085
-8,020228407;-34,87779694
-8,006264607;-34,89454978
-8,003448641;-34,90750636
-7,99099946;-34,93365479
-7,990964204;-34,93361197
-7,991205113;-34,93337544
-8,086686978;-34,94171216
-8,1350018;-34,94339576
-8,051199261;-34,91408335
-8,049028844;-34,9050656
-8,049270117;-34,90506141
-8,054150451;-34,96043867
-8,06349582;-34,92118579
-8,07319681;-34,92471806
-8,009651194;-34,92641433
-8,087962002;-34,88798914
-8,119486157;-34,94572022
-8,119069164;-34,94439406
-8,1189809;-34,94428172
-8,119783725;-34,94452712
-8,007874714;-34,91767975
-8,05083465;-35,00533494
-8,118636187;-34,94464095
-8,10170605;-34,91325791
-8,105475713;-34,90952017
-8,118908382;-34,94535905
-8,078184146;-34,91809545
-8,068142758;-34,99066894
-8,118882659;-34,94524604
-8,019831892;-34,87980773
-8,118812718;-34,94505668
-8,118889476;-34,94432989
-8,057591091;-34,93533099
-8,084326804;-34,9167171
-8,084558752;-34,91678997
-8,084564196;-34,91678771
-7,99746608;-34,92379436
-7,994356353;-34,92442171
-7,994867488;-34,92427881
-7,994013075;-34,92439604
-8,05743425;-34,99488784
-8,035698178;-34,8815144
-8,036066914;-34,88199468
-8,036479228;-34,88239543
-8,088959408;-34,94355994
-8,005748544;-34,93557023
-8,133329295;-34,95595327
-8,034238085;-34,97702479
-8,029350823;-34,97647665
-8,01981966;-34,9252708
-8,032416717;-34,99194383
-8,032097793;-34,97555182
-8,128927785;-34,93443032
-8,087457627;-34,96655243
-8,087778164;-34,92932238
-8,011683163;-34,90133273
-8,027684505;-34,92056835
-8,027475933;-34,92068381
-8,014684488;-34,91215932
-8,077119462;-34,92399382
-8,105601477;-34,96204685
-8,107665713;-34,96238026
-8,105313119;-34,96169508
-8,105487224;-34,96246506
-7,986424625;-34,92497484
-8,073041111;-34,92466997
-8,116569294;-34,93788871
-8,116693078;-34,93770796
-8,077861294;-34,91795923
-8,043301318;-34,87823895
-8,07867531;-34,92445423
-8,078654333;-34,92437627
-8,07722076;-34,92443369
-8,102619866;-34,9213721
-7,988803458;-34,92087815
-7,988039675;-34,9202249
-7,988036515;-34,92044293
-8,083737616;-34,91651424
-8,090642076;-34,88648104
-8,107804556;-34,89455095
-8,019019594;-34,90563625
-8,018975754;-34,90562957
-8,045099305;-34,91832101
-8,044224066;-34,91810392
-8,06355988;-34,92108972
-8,044478611;-34,93740869
-8,006289824;-34,93646856
-8,00847007;-34,90245644
-8,039259281;-34,98545971
-8,017822706;-34,90806943
-8,016604362;-34,90858378
-8,014536384;-34,90846623
-8,013396993;-34,9086031
-8,017143474;-34,90826278
-8,128257575;-34,9467456
-8,037400244;-34,99157227
-8,033401647;-34,99344483
-8,056787278;-34,93234851
-8,054085116;-34,93101642
-8,037891942;-34,99333174
-8,037614526;-34,99240886
-8,048895204;-34,90506573
-8,08748988;-34,94176184
-8,087714595;-34,94209877
-8,00493155;-34,90797262
-8,128788753;-34,93445906
-8,018034257;-34,9068203
-8,018051317;-34,90680914
-7,994648235;-34,93536747
-7,995325291;-34,93601019
-8,012498043;-34,88658003
-8,012478446;-34,88652922
-8,011166945;-34,88722062
-8,015027039;-34,92697362
-8,034433896;-34,99570986
-8,0180821;-34,90785678
-8,018494064;-34,90722167
-8,085237629;-34,97133326
-8,119674027;-34,94478909
-8,127877376;-34,95523432
-8,127702803;-34,95519669
-8,046015373;-34,9386954
-8,042196655;-34,93724309
-8,043714215;-34,87840091
-8,043547795;-34,87839543
-8,04328707;-34,87788843
-8,066620818;-34,98450685
-8,065090939;-34,9875354
-8,006512226;-34,92481968
-8,073166762;-34,93315185
-8,011179544;-34,90115562
-8,012663939;-34,90147187
-8,085973079;-34,90441122
-8,130488261;-34,94240824
-8,004765264;-34,93693113
-8,003675517;-34,93605901
-8,091774152;-34,93955056
-8,133818499;-34,95663517
-7,990703281;-34,9286282
-7,995781926;-34,92476721
-8,036302507;-34,92710201
-8,034435667;-34,97790949
-8,034435667;-34,97790949
-8,034434493;-34,97789084
-7,999638483;-34,90340875
-7,999597648;-34,90337797
-8,032466656;-34,97544202
-8,029854477;-34,97612032
-8,0292075;-34,97666547
-8,024467518;-34,90310341
-8,024505185;-34,90223105
-8,036341283;-34,88217646
-8,091575576;-34,88679166
-8,030305411;-34,9030505
-8,003344158;-34,93095465
-8,035956271;-34,97147204
-8,03641218;-34,97139789
-8,035519933;-34,97155878
-8,114079495;-34,9553257
-8,101232051;-34,93868299
-8,068079078;-34,93552733
-8,066708507;-34,93528573
-8,068054665;-34,93552755
-8,108940237;-34,95157392
-8,01486871;-34,8982518
-8,020593103;-34,91021754
-8,02171161;-34,91091588
-8,010366849;-34,92605213
-8,010362948;-34,92605229
-7,997645505;-34,93705078
-8,083455238;-34,94451234
-8,025259583;-34,90258381
-8,008493551;-34,93131748
-8,007613218;-34,91697104
-8,008108578;-34,93086022
-8,114342176;-34,90485553
-8,006904219;-34,91530923
-8,012034635;-34,88459493
-7,996369187;-34,92916794
-8,006981096;-34,93529882
-8,008597419;-34,91161798
-7,990974246;-34,91645286
-8,010918695;-34,92604819
-8,03798228;-34,9768858
-8,012435978;-34,90898317
-8,020611226;-34,91076308
-8,112395887;-34,95414507
-8,004308469;-34,93714072
-8,010176399;-34,91287121
-8,114748387;-34,95735153
-8,11472699;-34,9573449
-8,11563312;-34,95762067
-8,146031146;-34,91395823
-8,004746148;-34,9348543
-8,134007924;-34,95568461
-8,125135635;-34,95611775
-8,12488968;-34,95675628
-8,122849163;-34,95928691
-8,127194297;-34,9594283
-8,127685649;-34,95639733
-8,127670142;-34,95639716
-8,127588579;-34,95709256
-8,081757911;-34,96507633
-8,08250903;-34,96567799
-8,012037495;-34,95206327
-7,994039086;-34,93282947
-8,079182312;-34,97658123
-8,004034783;-34,93101588
-8,015128233;-34,95718968
-8,066011782;-34,88802924
-8,061314182;-34,93473052
-8,045324146;-34,91509837
-8,045326528;-34,91511027
-8,01922651;-34,90566871
-7,995289781;-34,93773897
-7,996393271;-34,93798453
-8,003946604;-34,89640874
-8,007807381;-34,91747045
-7,996265798;-34,93819309
-7,994895825;-34,93336858
-7,995451181;-34,93302088
-8,01763919;-34,92742677
-8,058216055;-34,95679507
-8,006493619;-34,8987175
-8,006479402;-34,89870791
-8,003444216;-34,93647346
-8,00369025;-34,93666072
-8,003639684;-34,93673412
-7,994896764;-34,93756408
-7,994865298;-34,9375874
-8,067902202;-34,93453469
-8,067726851;-34,93454088
-7,994518476;-34,93310183
-8,007307757;-34,91629437
-8,023858761;-34,92290495
-8,017307101;-34,9273176
-8,054509253;-34,9393056
-8,085227848;-34,91702098
-8,001999802;-34,90728896
-8,018386985;-34,92034849
-8,024885671;-34,92349958
-7,998409416;-34,93736321
-7,996454646;-34,93775169
-8,001303473;-34,90645774
-8,114400661;-34,95522152
-7,995194973;-34,92408591
-7,995196849;-34,92408822
-8,125740773;-34,95631508
-8,125569192;-34,95690255
-8,123877695;-34,9596606
-8,12695938;-34,95934113
-8,127476753;-34,9564022
-8,127365666;-34,9570734
-7,994396601;-34,93303337
-8,013129863;-34,90304765
-8,044415594;-34,91907225
-8,00660643;-34,89481946
-8,009058004;-34,90466145
-8,00960591;-34,90462415
-8,116250081;-34,92014491
-8,115962978;-34,92039512
-8,087857019;-34,94043311
-8,035336993;-34,90036228
-8,033578676;-34,89931882
-8,03244731;-34,89862512
-8,014497782;-34,91245786
-8,087583686;-34,94039338
-8,08753838;-34,9403946
-8,010343596;-34,89506369
-8,010421218;-34,8950394
-8,010587519;-34,89517929
-8,05531486;-34,92170283
-8,037877034;-34,95218767
-8,01891489;-34,90378902
-8,083382362;-34,90789796
-8,076380027;-34,91893369
-8,076358632;-34,91917304
-8,017015098;-34,91666034
-8,023496557;-34,92635461
-8,015693116;-34,89800163
-8,056675788;-34,9226519
-8,057219312;-34,92281949
-8,13326376;-34,95050791
-7,989359563;-34,92965531
-7,989113922;-34,92915107
-8,037432122;-34,9937939
-8,036562432;-34,9930561
-8,03136774;-34,9773877
-8,012369403;-34,92191587
-8,012644449;-34,92204786
-8,12302594;-34,94774686
-8,045831101;-34,93279711
-8,013729759;-34,91587046
-7,990372988;-34,93314727
-7,993849867;-34,95455072
-7,992076775;-34,92612081
-8,097247915;-34,92401096
-8,082736306;-34,88147967
-8,09723792;-34,92435002
-7,990061869;-34,93016763
-8,087157244;-34,90187312
-8,08777386;-34,90108744
-7,962422651;-34,92030978
-7,961884616;-34,92157579
-7,962512779;-34,92152029
-7,991423753;-34,9308246
-8,007510812;-34,93272113
-8,05252778;-34,96169661
-8,03735129;-34,87570719
-8,037549417;-34,87613167
-8,008595125;-34,92546385
-8,01431887;-34,95827881
-8,013465547;-34,95894433
-8,036225596;-34,87716091
-8,036362241;-34,87748853
-8,129676417;-34,94614267
-8,129810017;-34,94593157
-8,129570338;-34,94606319
-8,129442824;-34,94598979
-8,12956574;-34,94579625
-8,129327965;-34,94590737
-7,999143057;-34,92046135
-8,07021461;-34,93881758
-8,029713243;-34,93802311
-8,029627839;-34,93470873
-8,085291333;-34,91119826
-8,046210652;-34,99497667
-8,033178581;-34,99582062
-7,979330061;-34,91407231
-7,959552902;-35,00372424
-8,086204799;-34,97363941
-8,089992916;-34,96862588
-7,980533715;-34,9142829
-8,036313861;-34,98551818
-7,94694027;-34,90984149
-7,945067385;-34,90958654
-7,997419586;-34,96311649
-8,034492189;-34,98899905
-8,035440666;-34,98472446
-8,136995248;-34,95626654
-7,991850355;-34,96248746
-7,976683262;-34,96195278
-7,968471877;-34,91303909
-8,155199994;-34,90863684
-8,108612761;-34,96001721
-8,108211306;-34,90628084
-8,10819049;-34,90631568
-8,10748064;-34,90565354
-8,107989446;-34,90652862
-8,009475859;-34,9367633
-8,047608413;-34,87112153
-8,026968765;-34,93374422
-8,100895388;-34,91345091
-8,10085038;-34,91346981
-8,101566418;-34,91469995
-8,067460649;-34,91626318
-8,067398914;-34,91628073
-8,029818681;-34,95172666
-8,084856041;-34,91593969
-8,078591187;-34,97395986
-8,060842424;-34,99614403
-8,079495619;-34,9723434
-8,099583317;-34,9425162
-8,078258654;-34,97249597
-8,085112772;-34,90276828
-8,094606377;-34,96417337
-8,085939112;-34,91735399
-8,114467376;-34,9049812
-8,041192193;-34,9282595
-8,018754171;-34,90664427
-8,064760006;-34,93973191
-8,023503438;-34,87698747
-8,109452027;-34,96127751
-8,109568961;-34,96092413
-8,098708979;-34,96201455
-8,097343687;-34,96123084
-8,097303821;-34,960608
-8,109637672;-34,95345062
-8,105365071;-34,95064959
-8,105717535;-34,94991779
-8,105644823;-34,95150229
-8,105568101;-34,95151327
-8,106443911;-34,95076437
-8,106330941;-34,95117146
-8,106344235;-34,95176009
-8,106355116;-34,95104076
-8,105297927;-34,9506796
-8,106089385;-34,95070108
-8,106594159;-34,95391625
-8,108341978;-34,9529923
-8,017827611;-34,90385425
-8,01510078;-34,90362149
-8,01503048;-34,90407196
-8,015047688;-34,90375986
-8,0144521;-34,90420074
-8,014365149;-34,90396927
-8,015155034;-34,90477595
-8,015279653;-34,90520508
-8,015263336;-34,90563025
-8,015003797;-34,90526571
-8,017201888;-34,90509355
-8,015829261;-34,90566019
-8,015843068;-34,90597727
-8,103615686;-34,91594559
-8,103814275;-34,91597531
-8,103891457;-34,91598558
-8,016338917;-34,89951573
-8,014948122;-34,89902638
-7,992967194;-34,92286069
-8,01345897;-34,91027475
-8,013851735;-34,91028688
-8,014561108;-34,90888789
-8,014078274;-34,90717125
-8,013908953;-34,907122
-8,011350433;-34,9147547
-8,010828587;-34,91453949
-8,084870292;-34,91596518
-8,000600601;-34,92052758
-8,00204205;-34,91422592
-8,000980509;-34,91505662
-8,000728312;-34,91574464
-8,002596899;-34,91414694
-8,000519366;-34,91594098
-8,118387528;-34,93590647
-8,000466841;-34,91681831
-8,000944773;-34,91636722
-7,990469634;-34,9198112
-7,993285569;-34,92030581
-7,979303263;-34,91438859
-7,989491955;-34,92762214
-8,003417546;-34,93763292
-8,00381769;-34,93735555
-8,04151278;-34,88615599
-8,041762051;-34,88632963
-7,994123651;-34,92373656
-7,99439203;-34,92368376
-7,994272718;-34,92371984
-7,994498274;-34,92364647
-7,994021498;-34,92373569
-7,994720833;-34,92351938
-7,994717432;-34,92351209
-8,013020581;-34,91254908
-8,01811296;-34,91326205
-8,017976527;-34,91407775
-7,993129337;-34,91947618
-8,059600057;-34,99590929
-8,017189558;-34,9172391
-8,089463745;-34,92740666
-7,995691186;-34,91701506
-7,995917611;-34,91690029
-8,076913558;-34,92086061
-7,961573529;-34,9833306
-7,968493603;-34,97737499
-7,965856829;-34,98670919
-8,003262649;-34,91315948
-8,003086777;-34,91246312
-8,078642771;-34,97452556
-7,95899929;-34,99346617
-7,96098285;-34,99571903
-7,960395558;-34,99508551
-7,959861038;-34,97991809
-8,093851429;-34,92159549
-8,09363468;-34,92191086
-8,092114457;-34,92443639
-8,089808259;-34,92618028
-7,993236404;-34,9564137
-7,994067476;-34,95380319
-7,993639477;-34,95426579
-7,993293575;-34,9543423
-7,993777363;-34,95340527
-7,995538191;-34,95551432
-7,996059447;-34,95704431
-7,996464697;-34,95650019
-7,995961785;-34,95560134
-8,038230477;-34,97931378
-8,082096488;-34,95533267
-8,011103234;-34,90358985
-8,108799133;-34,93189252
-7,965065508;-34,93350036
-8,038174913;-34,9786303
-8,038240914;-34,97861319
-8,038594848;-34,97829244
-8,038542933;-34,97901975
-8,038396628;-34,97855302
-8,038587796;-34,97916692
-8,017980303;-34,89904517
-8,019360014;-34,90095029
-8,011939516;-34,90280776
-8,012088494;-34,90343563
-8,038155265;-34,97934073
-8,011044241;-34,90027563
-8,01168794;-34,89924968
-8,014728172;-34,89561886
-8,036020357;-34,88166891
-8,036203278;-34,88177739
-8,036551944;-34,88201674
-8,019098635;-34,91310851
-7,992585398;-34,92681955
-7,992348357;-34,92649385
-7,992415449;-34,92695129
-8,036012235;-34,88249389
-8,089274106;-34,93998868
-8,067302207;-34,91511324
-8,067449312;-34,9148466
-8,138132112;-34,95099222
-8,137865158;-34,95082986
-8,138793103;-34,95112062
-8,1381324;-34,95053649
-8,036322088;-34,88219288
-8,036692344;-34,88224433
-8,037514853;-34,88112982
-8,037663507;-34,8813332
-8,038807107;-34,8822394
-8,037702856;-34,88130002
-8,037898504;-34,88112103
-8,03989197;-34,8817095
-7,990965544;-34,92852355
-7,991735484;-34,92841269
-8,097328043;-34,9621434
-8,002246995;-34,91366882
-8,002647039;-34,91372858
-8,002615971;-34,91389512
-8,138176491;-34,9504453
-8,088525027;-34,94362628
-8,082984344;-34,92253804
-8,082982843;-34,92253437
-8,005393569;-34,91327335
-8,041558359;-34,87981443
-8,042868221;-34,88127879
-8,042885768;-34,88101826
-8,042929214;-34,88121459
-8,042841563;-34,88111998
-8,006933385;-34,93522403
-8,007654971;-34,93501694
-8,040865042;-34,87912577
-8,133098365;-34,94514804
-8,132975092;-34,94473028
-8,070885499;-34,90122529
-8,070967892;-34,90145087
-8,008699943;-34,93619856
-8,134543301;-34,93749235
-8,136360607;-34,94045986
-8,135727799;-34,93905296
-8,136571992;-34,93875059
-8,136127199;-34,94560858
-7,995478339;-34,91595541
-8,102448073;-34,93829581
-8,070451448;-34,90138165
-8,070523802;-34,90136894
-8,010779665;-34,92407585
-8,011262894;-34,92345123
-8,122190953;-34,93478782
-8,123163544;-34,93445014
-8,123573684;-34,93473503
-8,123777977;-34,93500411
-8,071744998;-34,9010675
-8,075638002;-34,90150193
-7,993742271;-34,92975781
-7,99374244;-34,92975759
-7,997759876;-34,92052066
-7,990690096;-34,93155374
-8,059856404;-34,99436278
-8,061276718;-34,99347697
-8,05915759;-34,99419497
-7,995737038;-34,93354548
-7,995745464;-34,93325019
-8,024459684;-34,95833897
-8,024555991;-34,95796816
-8,100756778;-34,92470178
-8,089350917;-34,92777528
-8,088915288;-34,92887212
-8,129154354;-34,91424635
-7,994784203;-34,93353657
-7,994181494;-34,9334577
-8,121888734;-34,95956251
-8,128200551;-34,95899765
-8,127971867;-34,95890148
-8,128504476;-34,95867315
-8,12814355;-34,95825784
-8,128728823;-34,95852776
-8,089740745;-34,92869718
-8,089970896;-34,92838168
-8,089679415;-34,92884551
-8,089263848;-34,92884855
-8,118344167;-34,95579689
-7,954892259;-34,91485037
-8,089425205;-34,92885257
-8,121397743;-34,94471904
-8,036661291;-34,96177431
-8,036888203;-34,97285729
-8,032475172;-34,97776998
-8,032982554;-34,97893405
-8,030034724;-34,97751841
-8,029817676;-34,97831531
-8,031346129;-34,97690729
-8,02905449;-34,97654728
-8,106416472;-34,95178149
-8,059998641;-34,99511655
-8,059972666;-34,99525804
-8,058787584;-34,99478397
-8,060358088;-34,99523642
-8,060331162;-34,99539471
-8,060167033;-34,99544333
-8,060085074;-34,99504978
-8,059607351;-34,99368599
-7,947451681;-34,92482456
-8,023365077;-34,97075955
-8,010178705;-34,96045916
-7,947360599;-34,92742019
-7,947776803;-34,9263278
-7,948694752;-34,92698066
-8,076314803;-34,94507654
-8,004065285;-34,9223124
-7,948378629;-34,92710238
-8,086473193;-34,96813462
-8,086943143;-34,96762008
-8,007733404;-34,95330731
-8,008251552;-34,95362344
-8,008872119;-34,95309362
-8,01031748;-34,95248774
-8,011307548;-34,9520767
-8,011350125;-34,95207928
-8,011543654;-34,95216863
-8,045119668;-34,95253956
-8,082342469;-34,95439049
-8,082598483;-34,95435661
-8,082812569;-34,95511746
-8,082664139;-34,95518364
-8,087267638;-34,92904144
-8,0874565;-34,92950394
-8,087449964;-34,92950722
-8,036420613;-34,95248451
-8,035749669;-34,95223391
-8,037880025;-34,95002799
-8,037169644;-34,94969553
-8,088153833;-34,92918948
-8,088523671;-34,92908495
-8,087887812;-34,92859325
-8,021443892;-34,9667345
-8,022205542;-34,96871533
-8,082501021;-34,95458522
-8,022484295;-34,9683637
-7,97644753;-34,91833554
-8,007269416;-34,92252604
-8,007252105;-34,92252482
-7,997406055;-34,92860932
-8,025705419;-34,96592979
-8,012301636;-34,95207883
-8,01230414;-34,9526797
-8,079690434;-34,92331466
-8,079506932;-34,92378837
-8,079131852;-34,92435476
