latitude;longitude
-8,012552925;-34,91212719
-8,012356552;-34,91241423
-8,012504599;-34,91025482
-8,012496802;-34,9102101
-8,099094053;-34,88902136
-8,046784276;-34,93361127
-8,09326115;-34,96136564
-8,117082858;-34,92110989
-8,04030013;-34,87662752
-8,036467259;-34,9816095
-8,009425143;-34,88740827
-8,1168171;-34,94647721
-8,087351755;-34,90480835
-8,086844393;-34,90513466
-8,087082314;-34,90519905
-8,049636288;-34,90572898
-8,049484115;-34,90599773
-8,049552976;-34,9058652
-8,050005175;-34,90491046
-8,041484722;-34,87559963
-8,045534385;-34,91256649
-8,136854548;-34,95253439
-8,037565309;-34,95276356
-8,03741089;-34,95228082
-8,037182194;-34,95127848
-8,037209865;-34,9513428
-8,037485991;-34,9524356
-8,018133478;-34,88388731
-8,017778341;-34,88380133
-8,116108352;-34,94667914
-8,01190145;-34,91227862
-8,011314768;-34,91030042
-8,011875436;-34,91221104
-8,012215549;-34,91288696
-8,01201688;-34,91265053
-8,133357485;-34,95383991
-8,108808427;-34,90442056
-8,093515486;-34,96099048
-8,011302543;-34,93255917
-8,011302566;-34,93255897
-8,115500635;-34,91790377
-8,108318145;-34,90529043
-8,118072766;-34,94611925
-8,03750489;-34,94178835
-8,04543092;-34,91217228
-8,082564313;-34,92522915
-8,117843165;-34,94617842
-8,116439206;-34,94658715
-8,026635311;-34,87909766
-8,060170167;-34,93917301
-8,02978463;-34,87859194
-8,008020531;-34,88546227
-8,115826788;-34,91762263
-8,117408704;-34,94595579
-8,111126491;-34,95393506
-8,121203878;-34,95329616
-7,965108539;-34,92340815
-7,965436022;-34,92356866
-7,965764521;-34,92381729
-8,122627923;-34,94494223
-8,122415667;-34,9436641
-7,966251379;-34,92468954
-7,966247473;-34,92499051
-7,9661228;-34,92534128
-7,965926092;-34,92591998
-7,96478272;-34,92286084
-8,036140734;-34,98141042
-8,134040612;-34,95664916
-8,036930293;-34,94168047
-8,045178998;-34,91066585
-8,010553621;-34,92860107
-8,010681049;-34,92869391
-8,010166739;-34,92886051
-8,01018808;-34,92890622
-8,010158529;-34,92884292
-8,010726298;-34,92813237
-8,031853574;-34,94229449
-8,030583357;-34,94269561
-8,123503722;-34,95889631
-8,123489958;-34,95887056
-7,962425211;-34,93534204
-7,940241478;-35,00564857
-7,94649018;-34,97892647
-7,964791619;-34,92245726
-7,966641033;-34,93246696
-7,948336428;-34,97320812
-7,945364891;-34,99648695
-8,044970323;-34,91607045
-8,045460923;-34,91601971
-8,087204526;-34,92316958
-8,028083512;-34,87887594
-7,987620975;-34,92419443
-7,987995802;-34,92321517
-7,988099148;-34,92294511
-7,987921071;-34,92338304
-7,987389237;-34,92466642
-7,987407914;-34,92462476
-8,084371903;-34,92437355
-7,987666353;-34,92404394
-8,019090852;-34,92104892
-8,020379623;-34,91852371
-8,020372683;-34,91853452
-8,020264573;-34,91870299
-8,019896352;-34,91925054
-8,019300678;-34,92055078
-8,019768494;-34,91948822
-8,020045313;-34,919025
-8,019956797;-34,91915526
-8,130168814;-34,93783439
-8,019397211;-34,92035206
-8,115106324;-34,94393823
-8,01923203;-34,92069755
-8,128838292;-34,95665595
-8,055631368;-34,92110591
-8,085258195;-34,87990833
-8,084566933;-34,88013366
-8,053033481;-34,91966762
-8,053184473;-34,91975131
-8,055003959;-34,92075615
-8,055353351;-34,92095042
-8,080837348;-34,96496315
-8,117080779;-34,95556297
-8,05403658;-34,91615176
-8,11830013;-34,9379435
-8,054432431;-34,90008693
-8,01274207;-34,88104826
-8,065210573;-34,89200937
-8,02342189;-34,89310596
-8,154325428;-34,91218688
-8,031374118;-34,92158537
-8,049659388;-34,91415708
-8,043264881;-34,94983214
-8,074449644;-34,91299312
-8,074359791;-34,91238
-8,074345245;-34,91273338
-8,051507568;-34,92578456
-8,00554232;-34,93036489
-8,066568065;-34,87677629
-8,030064092;-34,88509596
-8,089888689;-34,92517376
-8,128574236;-34,89982626
-8,002374451;-34,92521196
-8,039009133;-34,89584771
-8,053626404;-34,94314848
-8,054407977;-34,94026213
-8,004490134;-34,92573105
-8,065170288;-34,87737895
-8,028989726;-34,95645385
-8,005419311;-34,92659313
-8,029175913;-34,88075267
-8,005448552;-34,92810994
-8,115803335;-34,90956641
-8,110718065;-34,91609254
-8,005449109;-34,92794471
-8,005431394;-34,92759104
-8,005478211;-34,92875642
-8,005746105;-34,92998152
-8,036854241;-34,94308756
-8,036164755;-34,94410365
-8,040881044;-34,95156564
-8,005021554;-34,92634036
-8,005416207;-34,9270307
-8,008062075;-34,92629485
-8,006944156;-34,9291083
-8,083016709;-34,94167706
-8,133095442;-34,90863343
-8,018288214;-34,89420236
-8,032656129;-34,89045706
-8,113875686;-34,92098049
-8,113254118;-34,92026854
-8,094398006;-34,910072
-8,139533803;-34,90840145
-8,020281219;-34,9168431
-8,020645238;-34,9157029
-8,020519812;-34,91615097
-8,020351099;-34,91463699
-8,114044767;-34,92948926
-8,020664235;-34,91556869
-8,020126773;-34,91727143
-8,019903696;-34,91370563
-8,065566402;-34,8773355
-8,040010569;-34,93237978
-8,136593589;-34,93152299
-8,127279418;-34,93837075
-8,142392334;-34,91070145
-8,034168868;-34,97435416
-8,064100155;-34,88796082
-8,030589649;-34,93304202
-8,008621825;-34,93225974
-7,996848658;-34,93086194
-7,996832067;-34,93138947
-7,996833602;-34,93081577
-7,996776978;-34,93152203
-8,120782519;-34,95299983
-8,053481075;-34,91404121
-8,053222556;-34,91465354
-8,053253668;-34,91456644
-8,017297098;-34,91222483
-8,089377189;-34,94121896
-8,115657693;-34,91946473
-8,116496986;-34,92042714
-8,073745589;-34,89150487
-8,11732536;-34,92139595
-8,039793201;-34,87697052
-8,131446701;-34,94926415
-8,00158349;-34,93431969
-8,047006264;-34,93292635
-8,046764466;-34,93293165
-8,079128889;-34,89500446
-8,078929564;-34,89435817
-8,073432147;-34,89160034
-8,119293334;-34,9533734
-8,086805954;-34,90530848
-8,087300935;-34,90524371
-8,13111272;-34,94896425
-8,041045265;-34,87619524
-8,088912719;-34,90530957
-8,088984002;-34,90565434
-8,118534359;-34,95474794
-8,118209605;-34,95364518
-8,134776943;-34,95497812
-8,11601241;-34,94634313
-8,119268046;-34,95614896
-8,084580373;-34,92378561
-8,134445634;-34,95136142
-8,134207503;-34,9515764
-8,030962033;-34,942977
-8,046017826;-34,91309631
-8,120965993;-34,95361298
-8,117049261;-34,95341881
-8,116647382;-34,95353741
-8,116347383;-34,95362398
-8,032995934;-34,94192119
-8,098490791;-34,88875834
-8,116208705;-34,92067645
-8,022797746;-34,90789421
-8,137312528;-34,95228644
-8,137717238;-34,95207176
-8,083050381;-34,92533403
-8,108576294;-34,95252973
-8,037001503;-34,92256155
-8,037601218;-34,92218444
-8,031972715;-34,94263979
-8,108335213;-34,95276163
-8,108157714;-34,95297935
-8,033264419;-34,94223242
-8,115847564;-34,95484732
-8,038092688;-34,94189846
-8,137572378;-34,95215303
-8,115532675;-34,95493862
-8,115164511;-34,95504358
-8,0101054;-34,9324253
-8,136352227;-34,95283237
-8,138371854;-34,95174611
-8,135838998;-34,9418519
-8,116346397;-34,94624547
-8,060249053;-34,938824
-8,089281788;-34,94015978
-8,089332593;-34,94059985
-8,120673475;-34,95261675
-8,110430721;-34,95402646
-8,110769445;-34,95400947
-8,119606005;-34,95736727
-8,036897243;-34,98185507
-8,093004576;-34,96158704
-8,09558026;-34,93899531
-8,000651521;-34,93388793
-8,072296123;-34,92632655
-8,050552671;-34,91335752
-7,992379508;-34,93993591
-8,096562728;-34,92428506
-8,072360617;-34,89773267
-8,07256727;-34,8977095
-8,072376921;-34,89804478
-7,999849035;-34,93009984
-8,071927848;-34,90114332
-8,025481348;-34,96672793
-8,000125017;-34,93543994
-8,047832759;-34,90439716
-8,080097459;-34,91894431
-8,051622731;-34,95787089
-8,073907819;-34,89038913
-8,031315041;-34,88390817
-8,053012454;-34,93740113
-8,115719199;-34,91183905
-8,064523724;-34,91906079
-8,122218244;-34,94525171
-8,04784457;-34,91905488
-8,049428845;-34,96199717
-8,049185475;-34,91956639
-8,069594885;-34,92660255
-8,069106577;-34,92647493
-8,071397452;-34,92709971
-8,056703446;-34,91768827
-8,054836498;-34,9281715
-8,023584501;-34,90902512
-8,075576488;-34,92295552
-8,076155213;-34,92283856
-8,076678854;-34,92273048
-8,077154285;-34,92263695
-8,075116512;-34,92304741
-8,078788815;-34,92229203
-8,07829997;-34,92240978
-8,010607076;-34,88154935
-8,078575517;-34,94539321
-8,012507619;-34,89919468
-8,037143188;-34,93273071
-8,086132295;-34,9082113
-8,094969714;-34,9300351
-8,129100789;-34,94263346
-8,129930278;-34,94143902
-8,129919051;-34,941455
-8,128239727;-34,94392997
-8,067964425;-34,91418146
-8,066376934;-34,91358422
-8,016631342;-34,9175997
-8,057079183;-34,92522922
-8,016157324;-34,91027003
-8,040411334;-34,94798045
-8,008845641;-34,91710445
-8,130179248;-34,94672256
-8,042031158;-34,88620277
-8,082780799;-34,91171492
-8,083036147;-34,91338105
-8,071723157;-34,91503521
-8,016912084;-34,91020871
-7,993449559;-34,93089575
-8,131586273;-34,91337143
-8,005553464;-34,9251918
-8,074712928;-34,92866098
-8,07536314;-34,9285569
-8,112626518;-34,94797153
-8,115184112;-34,94495805
-8,064693104;-34,93294199
-7,992967117;-34,9305197
-7,993341102;-34,9307873
-8,021530085;-34,89822611
-8,054567262;-34,89814096
-8,101131136;-34,88562295
-8,101198162;-34,88641578
-8,101187421;-34,88584485
-7,994605276;-34,93237208
-8,05424125;-34,908155
-8,023823408;-34,92717129
-8,023790469;-34,92742022
-8,053261702;-34,95737023
-8,056862595;-34,95837334
-8,053441006;-34,95741365
-8,053132425;-34,95740213
-7,994704956;-34,9324831
-8,044762897;-34,90452072
-8,033171214;-34,87613157
-8,014571593;-34,91655825
-8,085913044;-34,9291857
-8,076627521;-34,92331581
-8,135486731;-34,9557835
-8,126724612;-34,9425431
-8,021905564;-34,92688533
-8,088907533;-34,91232144
-8,024140182;-34,92364344
-8,058423024;-34,93987371
-8,017203682;-34,91019178
-8,011938199;-34,93157081
-8,010828971;-34,93121256
-8,085715949;-34,8812082
-8,085031171;-34,88150494
-8,056245514;-34,91838382
-8,099279637;-34,91531491
-8,055553121;-34,89666238
-8,132344145;-34,91300602
-8,135536635;-34,9554028
-8,131580396;-34,94266391
-8,036655281;-34,88286982
-8,03557488;-34,89414989
-8,135370939;-34,94943154
-8,059020241;-34,92033693
-8,005577819;-34,90891977
-8,029336286;-34,89726072
-8,083330709;-34,91168951
-8,084411049;-34,91165428
-8,083031743;-34,91170652
-8,091251968;-34,9465552
-8,025469235;-34,92420194
-8,0236848;-34,92331844
-8,024569529;-34,92391624
-8,048053804;-34,89863243
-8,009452699;-34,89831521
-8,006537235;-34,8994167
-8,008059248;-34,89876739
-8,00628105;-34,8995394
-8,008921582;-34,89848665
-8,071225305;-34,8783838
-8,017350087;-34,89138566
-8,031119114;-34,89149856
-8,08930831;-34,88116061
-8,037020821;-34,9604428
-8,058397871;-34,9416668
-8,118502642;-34,90095189
-8,014040549;-34,89755579
-8,012465373;-34,89884045
-8,012355851;-34,89891775
-8,011562203;-34,90015651
-8,014865365;-34,89731815
-8,015284201;-34,8973402
-8,089977425;-34,94536787
-8,086827705;-34,91049627
-8,070482385;-34,88187673
-8,083933746;-34,92101441
-8,083589421;-34,91330796
-8,084515283;-34,91320752
-8,083284258;-34,91334602
-8,011348577;-34,91697179
-8,005368985;-34,92248807
-8,109784443;-34,92601015
-8,04056607;-34,94973194
-8,11282997;-34,95098588
-8,112713245;-34,95037869
-8,112767723;-34,94873299
-8,112759381;-34,95061473
-8,112696711;-34,94835946
-8,112894044;-34,95131557
-8,134595343;-34,94952313
-8,136506951;-34,93844288
-8,039317873;-34,87300677
-8,038868207;-34,873095
-8,05944405;-34,93405853
-8,080493749;-34,896156
-8,073379535;-34,90608857
-8,094021886;-34,93095082
-8,093092576;-34,93186322
-8,135540276;-34,95480712
-8,054911605;-34,91788898
-8,055488994;-34,91810272
-8,074853299;-34,90705848
-8,135718808;-34,94944026
-8,081867966;-34,94791798
-8,034637917;-34,9591037
-8,077983022;-34,91061875
-8,135114675;-34,95652596
-7,98989636;-34,92858326
-7,989664041;-34,92806724
-8,128401005;-34,90379011
-8,128358749;-34,90615998
-8,127807248;-34,94607114
-8,061627794;-34,91086469
-8,073814427;-34,93883353
-8,135348149;-34,95618394
-8,11963374;-34,91859018
-8,082862815;-34,88141062
-8,037495636;-34,96418269
-8,041190901;-34,88756021
-8,067393435;-34,91022372
-8,059539089;-34,93410098
-8,019067856;-34,88741238
-8,058516136;-34,93877967
-8,009061566;-34,88422939
-8,036406092;-34,96039513
-8,081895701;-34,939213
-8,058437507;-34,93950423
-8,022571806;-34,92848528
-8,058573802;-34,93842375
-8,039764506;-34,96233077
-8,109315645;-34,92197402
-8,075240479;-34,92474442
-8,075114095;-34,92476878
-8,074019614;-34,92501967
-8,076404027;-34,92449906
-7,997516891;-34,9302739
-7,995767768;-34,93131568
-7,995767772;-34,93131568
-7,996393377;-34,93076319
-8,094805338;-34,91986113
-8,020059732;-34,88499635
-8,05786502;-34,93666547
-8,057518876;-34,93658095
-8,079136173;-34,94406597
-8,105545765;-34,91678437
-8,031739653;-34,95975017
-8,031769651;-34,95972953
-8,055976384;-34,93621271
-8,056815841;-34,93985461
-8,020935567;-34,90019327
-8,038371954;-34,88131028
-8,021249872;-34,93009109
-8,021556931;-34,93060238
-8,059004372;-34,93385786
-8,101430956;-34,93652027
-8,099135681;-34,93718443
-8,050517356;-34,90733758
-8,086323424;-34,88485541
-8,087278229;-34,88406446
-8,017786399;-34,90983587
-8,08717715;-34,9591727
-8,076752902;-34,91680142
-8,094390879;-34,9173254
-8,056541102;-34,92504229
-8,056547266;-34,92502632
-8,019301533;-34,8874942
-8,024001973;-34,92718439
-8,035102989;-34,91574412
-8,024884181;-34,89180122
-8,0581211;-34,93336388
-8,081907575;-34,91258988
-8,061162269;-34,92022248
-8,114829388;-34,91909415
-8,011437587;-34,91667943
-8,076192387;-34,91667286
-8,072650222;-34,91208129
-8,115270461;-34,90742764
-8,020816175;-34,90754143
-8,090589923;-34,94608932
-8,035359341;-34,95966013
-8,03696524;-34,88264383
-8,054951822;-34,93169486
-8,137540557;-34,95127125
-8,038095045;-34,96040956
-8,096283383;-34,91398518
-8,032714199;-34,96053541
-8,01543367;-34,8952349
-8,108304434;-34,92621546
-8,108789057;-34,92614951
-8,12926038;-34,93980048
-8,131748103;-34,91288574
-8,131690695;-34,91287353
-8,129221986;-34,94606571
-8,08217963;-34,91601259
-8,122314279;-34,94237285
-8,121292555;-34,9416601
-8,043675396;-34,93613783
-8,042949475;-34,9375279
-8,094954463;-34,94577726
-8,013842523;-34,8841533
-8,013441093;-34,88382541
-8,025232567;-34,87634399
-8,025215549;-34,87639975
-8,025199124;-34,87645287
-8,04438378;-34,9292454
-7,985998288;-34,93117109
-8,017858302;-34,91024675
-8,090756954;-34,95966635
-8,1198516;-34,95555838
-8,074404275;-34,92717308
-8,074057948;-34,9252096
-8,075730835;-34,92696201
-8,005614601;-34,90692877
-8,012669424;-34,92920163
-8,009255577;-34,92995113
-8,050100519;-34,89323361
-8,020801614;-34,90064468
-8,012438111;-34,88153314
-8,059110723;-34,94004377
-8,018685287;-34,91068126
-8,057769662;-34,93297214
-8,057446391;-34,93260541
-8,058313501;-34,93349667
-8,057863051;-34,93307994
-8,057043405;-34,93212679
-8,095908467;-34,96220736
-8,102371737;-34,93398145
-8,127207809;-34,94551004
-8,02065739;-34,90106525
-8,103562582;-34,93358591
-8,088212715;-34,8800377
-8,037913201;-34,95007377
-8,038922095;-34,94971293
-8,083825581;-34,95339749
-7,985144204;-34,93134688
-8,082368639;-34,95281408
-8,081297408;-34,96418242
-8,139247266;-34,93043109
-8,143048948;-34,91096027
-8,024303827;-34,93225343
-8,038011968;-34,89520835
-8,079978581;-34,95130875
-7,985533892;-34,93126361
-7,987747442;-34,9193588
-8,075960583;-34,91251191
-8,02005356;-34,87950118
-8,096236594;-34,91391276
-8,015621162;-34,91713151
-8,011972062;-34,89698708
-8,011804826;-34,89708866
-8,011520651;-34,89713992
-8,12240276;-34,95482313
-8,015835626;-34,92309249
-8,018353044;-34,91059363
-7,992663717;-34,92624842
-8,060930819;-34,93093403
-8,106398014;-34,89228153
-8,106386275;-34,89236922
-8,005031368;-34,90515268
-8,011473922;-34,92184143
-8,122045046;-34,90121801
-8,075386847;-34,89889007
-8,017273864;-34,92178639
-8,016127331;-34,92248727
-8,019353033;-34,88095638
-8,007379001;-34,90708737
-8,081939873;-34,91557151
-8,124842849;-34,93424952
-8,095879423;-34,96372048
-8,127548526;-34,94585046
-8,12758916;-34,94581608
-8,036467;-34,97797513
-8,044867879;-34,88498862
-8,013655642;-34,91625876
-8,111787089;-34,9341788
-8,082062042;-34,94841132
-8,130910274;-34,94095145
-8,012688299;-34,91578978
-8,114198223;-34,93209284
-8,005161498;-34,90606824
-8,011530435;-34,91627447
-7,984987894;-34,93134382
-8,122778156;-34,90059356
-7,98026652;-34,91481893
-8,099036;-34,91641222
-7,997688227;-34,91647232
-8,055006638;-34,91522876
-8,016768899;-34,89336631
-8,090250461;-34,92020584
-7,978851809;-34,9163914
-7,978814492;-34,9166979
-7,978725639;-34,9175941
-7,978999793;-34,91821894
-8,028084248;-34,93711144
-8,007995924;-34,92841088
-7,960785282;-34,97694161
-8,009082168;-34,92817609
-8,008804857;-34,92797005
-8,039090799;-34,93243759
-8,101152564;-34,92719781
-8,082422795;-34,87857999
-8,082625162;-34,92245827
-8,032382828;-34,92851607
-8,011642272;-34,92186878
-8,015020632;-34,91010744
-8,084999932;-34,96413221
-8,117903812;-34,90936834
-8,037673714;-34,88053597
-8,037732565;-34,88066261
-8,015173851;-34,91696077
-8,037113093;-34,88255723
-8,038205873;-34,88146891
-8,03690842;-34,88216831
-7,982081577;-34,93062565
-7,982124853;-34,93065311
-7,983396579;-34,93170835
-7,98337355;-34,93165675
-8,024720853;-34,94851338
-8,026532666;-34,94821541
-8,021361808;-34,95105938
-8,024978857;-34,95036142
-8,026833553;-34,94995929
-8,027331856;-34,95280571
-8,0220792;-34,95221433
-8,023044047;-34,95476222
-8,023063828;-34,95426576
-8,022296474;-34,95240974
-8,024151716;-34,95307092
-8,095716646;-34,96303514
-8,027116194;-34,95154305
-8,004209124;-34,90874425
-8,004795373;-34,90896803
-7,984376848;-34,93131657
-7,985965441;-34,93117913
-8,089690634;-34,88689493
-8,090804761;-34,88680792
-8,061342509;-34,93638514
-8,074897749;-34,9381411
-8,074870442;-34,93859872
-8,01699236;-34,88044274
-8,017417074;-34,88052531
-8,017911934;-34,88062897
-8,021317093;-34,8810169
-8,021636166;-34,88029719
-8,016742427;-34,88039518
-8,017748704;-34,88059478
-8,021586998;-34,90811482
-8,079891278;-34,94321932
-8,04494389;-34,91575378
-8,04542186;-34,91568345
-8,060739132;-34,93619357
-8,011906198;-34,91565898
-8,059075652;-34,93620736
-8,058403696;-34,94023705
-8,055032044;-34,93622224
-8,056477418;-34,93632982
-8,055435304;-34,9360848
-8,019336913;-34,8796807
-8,026146545;-34,95794653
-8,025915686;-34,95885522
-8,026033755;-34,95839257
-8,010097313;-34,91767704
-7,997644074;-34,9386548
-8,134487525;-34,95388084
